DATE,RANG,TICKER,S1,S2,S3,S4,S5,SCORE,POSITION,MOMENTUM,TAU,VETOS,VERDICT_REGLE
2020-12-31,24,AI.PA,-2,0,0,2,0,0,38.3,11.76,"13,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 13.3 séances,ATTENTE
2020-12-31,25,DG.PA,2,-1,1,-2,0,0,0.0,-10.5,"50,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,26,SAF.PA,2,-1,1,-2,0,0,14.6,-10.69,"59,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,27,ENGI.PA,2,0,0,-2,0,0,37.9,-15.87,"17,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 17.5 séances,ATTENTE
2020-12-31,28,BNP.PA,2,-1,1,-2,0,0,9.8,-16.25,"16,9",veto 2 : canal se refermant en 16.9 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,29,HO.PA,2,-1,1,-2,0,0,7.9,-18.81,"33,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,30,ACA.PA,2,-1,1,-2,0,0,2.9,-21.53,"14,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 14.6 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,31,TTE.PA,2,-1,1,-2,0,0,2.7,-22.92,"25,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,32,AIR.PA,2,-1,1,-2,0,0,18.0,-33.47,"37,5",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,33,GLE.PA,2,-1,1,-2,0,0,15.8,-44.77,"22,0",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,34,CA.PA,0,1,-1,-1,0,-1,66.9,-7.94,"68,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2020-12-31,35,VIE.PA,0,0,0,-2,0,-2,53.8,-13.24,"15,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.9 séances,ATTENTE
2020-12-31,36,ORA.PA,0,-1,1,-2,0,-2,10.4,-17.46,"25,8",aucun,ATTENTE
2020-12-31,37,BN.PA,-2,1,0,-2,0,-3,44.0,-24.63,"9,8",veto 2 : canal se refermant en 9.8 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2020-12-31,38,SAN.PA,-2,-1,0,-1,0,-4,38.0,-4.54,"117,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,1,SU.PA,2,0,1,2,1,6,7.8,30.57,"69,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,2,MC.PA,2,0,1,2,0,5,0.0,24.96,"463,9",aucun,ATTENTE
2021-01-29,3,TEP.PA,2,0,1,2,0,5,13.4,17.83,"92,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,4,STMPA.PA,2,0,1,2,0,5,34.1,12.46,∞,aucun,ATTENTE
2021-01-29,5,VIV.PA,2,0,1,2,0,5,0.3,12.25,∞,aucun,ATTENTE
2021-01-29,6,MT.AS,2,-1,1,2,0,4,16.6,33.73,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,7,RMS.PA,2,-1,1,2,0,4,4.7,27.11,"132,0",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,8,OR.PA,2,-1,1,2,0,4,0.0,20.61,"59,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,9,CAP.PA,2,-1,1,2,0,4,21.2,12.03,"63,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,10,SGO.PA,2,0,1,1,0,4,26.8,8.44,"150,9",aucun,ATTENTE
2021-01-29,11,PUB.PA,2,0,1,1,0,4,26.7,6.77,"296,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,12,RI.PA,2,0,1,1,0,4,17.6,2.96,"488,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,13,LR.PA,2,0,1,1,0,4,1.4,1.93,"61,3",aucun,ATTENTE
2021-01-29,14,ALO.PA,2,-1,1,1,0,3,25.9,6.62,"63,0",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,15,KER.PA,2,-1,1,1,0,3,19.9,3.43,"35,5",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,16,RNO.PA,2,-1,1,1,0,3,22.4,2.86,"146,7",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,17,ML.PA,2,1,-1,1,0,3,95.9,0.93,"48,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,18,WLN.PA,0,-1,1,2,0,2,10.7,17.8,"99,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,19,DSY.PA,2,0,-1,1,0,2,81.6,5.38,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,20,CA.PA,2,0,1,-1,0,2,11.7,-7.01,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,21,EN.PA,2,-1,1,-1,0,1,7.4,-3.73,"86,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,22,EL.PA,2,-1,1,-1,0,1,2.8,-5.67,"647,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,23,TTE.PA,2,0,1,-2,0,1,0.0,-16.5,"17,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 17.4 séances,ATTENTE
2021-01-29,24,ENGI.PA,2,0,1,-2,0,1,21.5,-18.28,"69,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,25,HO.PA,2,0,1,-2,0,1,26.2,-22.56,"21,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,26,VIE.PA,2,1,0,-2,0,1,38.4,-22.9,"49,2",aucun,ATTENTE
2021-01-29,27,BNP.PA,2,-1,1,-2,0,0,0.2,-12.71,"133,8",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,28,CS.PA,2,-1,1,-2,0,0,2.9,-17.23,"64,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,29,ORA.PA,2,-1,1,-2,0,0,13.3,-17.66,"204,4",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,30,DG.PA,2,-1,1,-2,0,0,9.0,-19.03,"34,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,31,SAF.PA,2,-1,1,-2,0,0,2.0,-19.32,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,32,ACA.PA,2,-1,1,-2,0,0,4.1,-20.54,"137,2",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,33,AIR.PA,2,-1,1,-2,0,0,12.4,-33.34,"23,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,34,GLE.PA,2,-1,1,-2,0,0,4.3,-43.94,"380,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-01-29,35,ATO.PA,0,-1,1,-1,0,-1,10.6,-4.68,"394,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,36,AI.PA,-2,0,-1,1,0,-2,65.8,2.57,"30,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,37,SAN.PA,-2,0,1,-1,0,-2,0.0,-9.08,"50,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-01-29,38,BN.PA,-2,1,0,-2,0,-3,47.7,-23.24,"21,8",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-02-26,1,MT.AS,2,1,1,2,0,6,24.4,41.5,"15,1",veto 2 : canal se refermant en 15.1 séances,ATTENTE
2021-02-26,2,MC.PA,2,1,1,2,0,6,17.8,35.65,"38,6",aucun,ACHAT
2021-02-26,3,RMS.PA,2,1,1,2,0,6,34.8,32.53,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,4,OR.PA,2,1,1,2,0,6,31.7,16.11,"96,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,5,RNO.PA,2,0,1,2,0,5,12.5,41.26,"57,3",aucun,ATTENTE
2021-02-26,6,STMPA.PA,2,0,1,2,0,5,15.5,34.71,"132,2",aucun,ATTENTE
2021-02-26,7,SU.PA,2,0,1,2,0,5,1.4,33.04,"100,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,8,CAP.PA,2,1,0,2,0,5,50.8,26.75,"162,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,9,VIV.PA,2,1,0,2,0,5,38.6,17.09,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,10,PUB.PA,2,1,-1,2,0,4,81.1,27.08,"55,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,11,SGO.PA,2,1,-1,2,0,4,86.4,25.56,"25,5",aucun,ATTENTE
2021-02-26,12,ML.PA,2,1,-1,2,0,4,79.5,16.59,"131,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,13,LR.PA,2,-1,1,2,0,4,4.1,15.18,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-02-26,14,RI.PA,2,0,1,1,0,4,4.5,7.23,"54,2",aucun,ATTENTE
2021-02-26,15,TEP.PA,2,0,-1,2,0,3,85.3,17.04,"127,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,16,DSY.PA,2,0,-1,2,0,3,71.7,15.97,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,17,ALO.PA,2,-1,1,1,0,3,6.8,5.71,"539,0",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-02-26,18,WLN.PA,2,0,1,-1,0,2,33.9,-0.29,"51,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,19,TTE.PA,2,1,0,-1,0,2,63.9,-2.61,"42,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,20,EN.PA,2,0,1,-1,0,2,10.6,-4.94,"162,8",aucun,ATTENTE
2021-02-26,21,BNP.PA,2,1,-1,-1,0,1,73.8,-2.47,"108,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,22,ACA.PA,2,1,-1,-1,0,1,79.3,-5.48,"69,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,23,EL.PA,2,1,-1,-1,0,1,66.9,-7.47,"1 538,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,24,CS.PA,2,1,-1,-1,0,1,67.3,-7.64,"30,8",aucun,ATTENTE
2021-02-26,25,SAF.PA,2,1,0,-2,0,1,41.5,-16.27,"41,6",aucun,ATTENTE
2021-02-26,26,ORA.PA,2,0,1,-2,0,1,0.8,-17.25,∞,aucun,ATTENTE
2021-02-26,27,VIE.PA,2,0,1,-2,0,1,0.0,-18.93,"56,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,28,HO.PA,2,1,0,-2,0,1,46.1,-19.29,"14,9",veto 2 : canal se refermant en 14.9 séances,ATTENTE
2021-02-26,29,AIR.PA,2,1,0,-2,0,1,46.1,-23.26,"65,9",aucun,ATTENTE
2021-02-26,30,BN.PA,0,1,0,-1,0,0,51.8,-9.06,"50,5",aucun,ATTENTE
2021-02-26,31,CA.PA,2,1,-1,-2,0,0,78.2,-13.79,"10,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 10.9 séances,ATTENTE
2021-02-26,32,DG.PA,2,1,-1,-2,0,0,66.7,-16.14,"52,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,33,ENGI.PA,2,-1,1,-2,0,0,2.8,-18.64,"1 097,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-02-26,34,GLE.PA,2,1,-1,-2,0,0,85.5,-34.78,"253,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,35,KER.PA,-2,-1,1,1,0,-1,21.0,9.7,"59,9",aucun,ATTENTE
2021-02-26,36,AI.PA,-2,-1,1,1,0,-1,3.6,8.34,"117,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-02-26,37,ATO.PA,0,-1,-1,-1,0,-3,79.3,-4.44,"7,5",veto 2 : canal se refermant en 7.5 séances,ATTENTE
2021-02-26,38,SAN.PA,-2,-1,1,-1,0,-3,11.8,-8.46,"108,9",aucun,ATTENTE
2021-03-31,1,CAP.PA,2,1,1,2,0,6,16.1,99.7,"23,1",aucun,ACHAT
2021-03-31,2,GLE.PA,2,1,1,2,0,6,20.6,48.37,"16,5",veto 2 : canal se refermant en 16.5 séances,ATTENTE
2021-03-31,3,BNP.PA,2,0,1,2,0,5,27.5,96.72,"42,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,4,ACA.PA,2,0,1,2,0,5,30.9,91.78,"27,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,5,PUB.PA,2,1,0,2,0,5,45.6,72.84,"34,1",aucun,ATTENTE
2021-03-31,6,VIV.PA,2,1,0,2,0,5,45.5,57.11,"1,7",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 1.7 séances,ATTENTE
2021-03-31,7,RMS.PA,2,0,1,2,0,5,31.5,53.97,∞,aucun,ATTENTE
2021-03-31,8,ML.PA,2,1,0,2,0,5,35.7,50.82,"29,5",aucun,ATTENTE
2021-03-31,9,DG.PA,2,0,1,2,0,5,19.4,26.91,"26,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,10,RI.PA,2,0,1,2,0,5,17.9,19.42,"76,7",aucun,ATTENTE
2021-03-31,11,MT.AS,2,1,-1,2,0,4,86.2,138.6,"199,8",aucun,ATTENTE
2021-03-31,12,RNO.PA,2,-1,1,2,0,4,6.0,107.29,"128,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,13,AIR.PA,2,-1,1,2,0,4,14.4,85.13,"57,6",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,14,SGO.PA,2,1,-1,2,0,4,82.3,84.54,"388,2",aucun,ATTENTE
2021-03-31,15,SAF.PA,2,-1,1,2,0,4,19.3,73.92,"57,2",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,16,TEP.PA,2,1,-1,2,0,4,88.1,67.34,"2 128,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,17,MC.PA,2,1,-1,2,0,4,71.4,60.43,"69,3",aucun,ATTENTE
2021-03-31,18,SU.PA,2,1,-1,2,0,4,96.7,60.19,"36,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,19,STMPA.PA,2,1,-1,2,0,4,95.7,57.81,"28,6",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,20,DSY.PA,2,1,-1,2,0,4,87.9,41.92,"26,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,21,WLN.PA,2,-1,1,2,0,4,31.9,35.49,"84,7",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,22,OR.PA,2,1,-1,2,0,4,92.0,32.95,"181,2",aucun,ATTENTE
2021-03-31,23,EL.PA,2,0,0,2,0,4,47.6,30.7,"144,1",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,24,VIE.PA,2,-1,1,2,0,4,5.9,27.6,∞,veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,25,ENGI.PA,2,1,-1,2,0,4,84.6,27.43,"14,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 14.1 séances,ATTENTE
2021-03-31,26,LR.PA,2,1,-1,2,0,4,92.9,24.05,"53,4",aucun,ATTENTE
2021-03-31,27,EN.PA,2,-1,1,2,0,4,33.6,23.73,"26,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,28,CS.PA,2,0,-1,2,0,3,70.6,51.99,"63,0",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,29,TTE.PA,2,-1,0,2,0,3,42.2,22.37,"53,4",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,30,ALO.PA,2,-1,-1,2,0,2,82.7,22.51,"15,6",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.6 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,31,AI.PA,0,1,-1,2,0,2,92.0,11.44,"349,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,32,HO.PA,2,0,-1,1,0,2,68.0,8.12,"19,6",veto 2 : canal se refermant en 19.6 séances,ATTENTE
2021-03-31,33,BN.PA,2,1,0,-1,0,2,37.9,-0.74,"142,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,34,CA.PA,2,1,-1,-1,0,1,85.8,-4.72,"18,5",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 18.5 séances,ATTENTE
2021-03-31,35,ORA.PA,2,1,-1,-2,0,0,78.4,-10.25,"103,9",aucun,ATTENTE
2021-03-31,36,KER.PA,-2,0,-1,2,0,-1,79.1,20.71,"368,4",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-03-31,37,ATO.PA,-2,1,-1,1,0,-1,81.5,4.09,"15,3",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 15.3 séances; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-03-31,38,SAN.PA,-2,1,-1,-1,0,-3,95.6,-6.69,"744,5",veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-04-30,1,PUB.PA,2,1,1,2,0,6,5.0,117.51,"48,9",aucun,ACHAT
2021-04-30,2,SGO.PA,2,1,1,2,0,6,22.1,111.1,"32,8",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,3,CAP.PA,2,1,1,2,0,6,14.4,64.2,"29,2",aucun,ACHAT
2021-04-30,4,TEP.PA,2,1,1,2,0,6,12.1,39.62,"33,5",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,5,DSY.PA,2,1,1,2,0,6,14.9,30.36,"11,2",veto 2 : canal se refermant en 11.2 séances,ATTENTE
2021-04-30,6,EL.PA,2,1,1,2,0,6,3.0,25.81,"124,1",aucun,ACHAT
2021-04-30,7,AIR.PA,2,0,1,2,0,5,31.8,75.25,"29,7",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,8,SU.PA,2,1,0,2,0,5,48.3,61.69,∞,aucun,ATTENTE
2021-04-30,9,CS.PA,2,0,1,2,0,5,25.6,47.69,"29,8",aucun,ATTENTE
2021-04-30,10,VIV.PA,2,1,0,2,0,5,47.4,43.13,"6,9",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 6.9 séances,ATTENTE
2021-04-30,11,RI.PA,2,1,0,2,0,5,55.2,21.73,∞,aucun,ATTENTE
2021-04-30,12,MT.AS,2,0,0,2,0,4,49.5,139.13,"898,3",aucun,ATTENTE
2021-04-30,13,RNO.PA,2,-1,1,2,0,4,2.7,120.25,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-04-30,14,GLE.PA,2,0,0,2,0,4,63.7,72.7,"77,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,15,MC.PA,2,1,-1,2,0,4,80.0,67.74,∞,aucun,ATTENTE
2021-04-30,16,ML.PA,2,-1,1,2,0,4,4.2,51.23,∞,veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-04-30,17,RMS.PA,2,1,-1,2,0,4,87.9,41.17,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,18,LR.PA,2,1,-1,2,0,4,68.8,40.07,∞,aucun,ATTENTE
2021-04-30,19,STMPA.PA,2,-1,1,2,0,4,22.6,38.81,"31,7",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-04-30,20,KER.PA,2,1,-1,2,0,4,94.8,35.18,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,21,TTE.PA,2,-1,1,2,0,4,4.6,33.61,"2 874,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-04-30,22,OR.PA,2,1,-1,2,0,4,91.0,33.38,∞,aucun,ATTENTE
2021-04-30,23,EN.PA,2,1,-1,2,0,4,91.6,32.32,"46,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,24,HO.PA,2,-1,1,2,0,4,9.7,22.35,"56,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 3 : critères 1 et 2 de signes opposés,ATTENTE
2021-04-30,25,DG.PA,2,1,-1,2,0,4,92.7,21.36,"22,7",aucun,ATTENTE
2021-04-30,26,AI.PA,0,1,1,2,0,4,0.0,18.59,"6,7",veto 2 : canal se refermant en 6.7 séances,ATTENTE
2021-04-30,27,CA.PA,2,1,-1,2,0,4,93.9,17.06,"32,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,28,VIE.PA,2,1,-1,2,0,4,90.5,15.68,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,29,ORA.PA,2,0,1,1,0,4,6.4,4.57,"26,8",aucun,ATTENTE
2021-04-30,30,BNP.PA,2,0,-1,2,0,3,69.6,84.66,"27,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,31,ACA.PA,2,0,-1,2,0,3,81.9,73.86,"20,3",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,32,SAF.PA,0,1,-1,2,0,2,88.6,43.75,"27,9",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,33,ALO.PA,0,1,-1,2,0,2,71.6,30.74,"145,2",veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,34,BN.PA,2,0,1,-1,0,2,10.0,-3.3,"233,7",aucun,ATTENTE
2021-04-30,35,WLN.PA,0,1,-1,1,0,1,87.3,8.03,∞,veto 1 : moins de 3 épisodes de contact d'un côté,ATTENTE
2021-04-30,36,SAN.PA,0,1,0,-1,0,0,43.4,-7.59,"10,1",veto 1 : moins de 3 épisodes de contact d'un côté; veto 2 : canal se refermant en 10.1 séances,ATTENTE
