DATE,TICKER,SOUS_BAS,TAUX_20_POSITIF,AU_DESSUS_HAUT,REPLI_SOUS_SEUIL,SOUS_ECHANTILLON,RENDEMENT_20
2022-05-20,SAF.PA,oui,non,non,non,non,-4.5949
2022-05-20,AIR.PA,non,oui,non,non,non,-11.9716
2022-05-20,PUB.PA,non,non,non,non,non,-16.4469
2022-05-20,SGO.PA,non,non,non,non,non,-9.2307
2022-05-20,MC.PA,non,non,non,non,non,-2.138
2022-05-20,CAP.PA,non,non,non,non,non,-5.5211
2022-05-27,ENGI.PA,non,oui,oui,non,oui,-10.6614
2022-05-27,AC.PA,non,non,non,non,oui,-8.0834
2022-05-27,EN.PA,non,oui,oui,non,oui,-5.8608
2022-05-27,TTE.PA,non,oui,oui,non,oui,-8.5012
2022-05-27,SAF.PA,non,non,non,non,oui,-4.081
2022-05-27,AIR.PA,non,oui,oui,non,oui,-17.3073
2022-05-27,PUB.PA,non,non,non,non,oui,-9.9498
2022-05-27,SGO.PA,non,non,oui,non,oui,-19.2841
2022-05-27,MC.PA,non,non,non,non,oui,-1.0111
2022-05-27,CAP.PA,non,non,non,non,oui,-3.1332
2022-06-03,ENGI.PA,non,oui,oui,non,non,-10.2613
2022-06-03,AC.PA,non,oui,non,non,non,-13.8824
2022-06-03,EN.PA,non,oui,non,non,non,-9.8812
2022-06-03,TTE.PA,non,oui,oui,non,non,-6.7227
2022-06-03,SAF.PA,non,oui,non,non,non,-1.1332
2022-06-03,AIR.PA,non,oui,non,non,non,-12.3666
2022-06-03,PUB.PA,non,non,non,non,non,-8.774
2022-06-03,SGO.PA,non,oui,oui,non,non,-25.5983
2022-06-03,MC.PA,non,oui,oui,non,non,-4.7775
2022-06-03,CAP.PA,non,oui,non,non,non,-10.1139
2022-06-10,ENGI.PA,non,oui,non,non,non,-11.6169
2022-06-10,AC.PA,non,non,non,non,non,-6.6872
2022-06-10,EN.PA,non,non,non,non,non,-8.4854
2022-06-10,TTE.PA,non,oui,oui,non,non,-8.3931
2022-06-10,SAF.PA,oui,non,non,non,non,8.4542
2022-06-10,AIR.PA,non,oui,non,non,non,-5.8431
2022-06-10,PUB.PA,oui,non,non,non,non,-1.1781
2022-06-10,SGO.PA,non,oui,non,non,non,-18.419
2022-06-10,MC.PA,non,oui,non,non,non,5.9347
2022-06-10,CAP.PA,non,non,non,non,non,-1.3836
2022-06-17,ENGI.PA,non,non,non,non,non,-1.9726
2022-06-17,AC.PA,non,non,non,non,non,-2.9931
2022-06-17,EN.PA,non,non,non,non,non,-9.608
2022-06-17,TTE.PA,non,non,non,non,non,-2.3761
2022-06-17,SAF.PA,non,non,non,non,non,14.0443
2022-06-17,AIR.PA,oui,non,non,non,non,10.1997
2022-06-17,PUB.PA,oui,non,non,non,non,2.3586
2022-06-17,SGO.PA,oui,non,non,non,non,-9.0701
2022-06-17,MC.PA,non,non,non,non,non,11.6945
2022-06-17,CAP.PA,non,non,non,non,non,-1.9881
2022-06-24,ENGI.PA,non,non,non,non,oui,0.617
2022-06-24,AC.PA,non,non,non,non,oui,-0.7801
2022-06-24,EN.PA,non,non,non,non,oui,-6.5175
2022-06-24,TTE.PA,non,non,non,non,oui,-2.0482
2022-06-24,SAF.PA,non,non,non,non,oui,8.9474
2022-06-24,AIR.PA,oui,non,non,non,oui,14.1405
2022-06-24,PUB.PA,non,non,non,non,oui,13.6887
2022-06-24,SGO.PA,oui,non,non,non,oui,0.1734
2022-06-24,MC.PA,non,non,oui,non,oui,8.0524
2022-06-24,CAP.PA,non,non,non,non,oui,-4.065
2022-07-01,ENGI.PA,non,non,non,non,non,7.7363
2022-07-01,AC.PA,oui,non,non,non,non,-2.5067
2022-07-01,EN.PA,oui,non,non,non,non,2.3595
2022-07-01,TTE.PA,non,non,non,non,non,-0.7776
2022-07-01,SAF.PA,non,non,non,non,non,12.4921
2022-07-01,AIR.PA,non,non,non,non,non,10.1218
2022-07-01,PUB.PA,non,non,non,non,non,17.474
2022-07-01,SGO.PA,oui,non,non,non,non,10.441
2022-07-01,MC.PA,non,non,non,non,non,16.3793
2022-07-01,CAP.PA,oui,non,non,non,non,14.5904
2022-07-08,ENGI.PA,non,non,non,non,non,14.9345
2022-07-08,AC.PA,non,non,non,non,non,-3.5649
2022-07-08,EN.PA,oui,non,non,non,non,3.184
2022-07-08,TTE.PA,non,non,non,non,non,-0.7713
2022-07-08,SAF.PA,non,oui,oui,non,non,6.6787
2022-07-08,AIR.PA,non,non,non,non,non,9.1004
2022-07-08,PUB.PA,non,non,non,non,non,11.0056
2022-07-08,SGO.PA,non,non,non,non,non,5.6764
2022-07-08,MC.PA,non,oui,oui,non,non,12.4073
2022-07-08,CAP.PA,non,non,non,non,non,12.4478
2022-07-15,ENGI.PA,non,non,non,non,non,16.9326
2022-07-15,AC.PA,non,non,non,non,non,-0.5948
2022-07-15,EN.PA,oui,non,non,non,non,9.2783
2022-07-15,TTE.PA,oui,non,non,non,non,9.2458
2022-07-15,SAF.PA,non,oui,oui,non,non,5.5801
2022-07-15,AIR.PA,non,oui,oui,non,non,4.5314
2022-07-15,PUB.PA,non,non,non,non,non,14.6986
2022-07-15,SGO.PA,non,non,non,non,non,9.9508
2022-07-15,MC.PA,non,oui,oui,non,non,14.1519
2022-07-15,CAP.PA,non,non,non,non,non,13.8662
2022-07-22,ENGI.PA,non,oui,non,non,oui,13.3321
2022-07-22,AC.PA,non,oui,non,non,oui,-9.3638
2022-07-22,EN.PA,oui,non,non,non,oui,5.7232
2022-07-22,TTE.PA,non,non,non,non,oui,8.5496
2022-07-22,SAF.PA,non,oui,oui,non,oui,6.2029
2022-07-22,AIR.PA,non,oui,oui,non,oui,0.6251
2022-07-22,PUB.PA,non,oui,oui,non,oui,1.2336
2022-07-22,SGO.PA,non,oui,non,non,oui,-0.2077
2022-07-22,MC.PA,non,oui,oui,non,oui,10.0205
2022-07-22,CAP.PA,non,non,non,non,oui,8.8253
2022-07-29,ENGI.PA,non,oui,non,non,non,5.738
2022-07-29,AC.PA,oui,oui,non,non,non,-4.7864
2022-07-29,EN.PA,non,oui,non,non,non,-0.9492
2022-07-29,TTE.PA,non,non,non,non,non,8.4405
2022-07-29,SAF.PA,non,oui,oui,non,non,-2.0378
2022-07-29,AIR.PA,non,oui,oui,non,non,-2.8223
2022-07-29,PUB.PA,non,oui,oui,non,non,-4.8748
2022-07-29,SGO.PA,non,oui,non,non,non,-9.9945
2022-07-29,MC.PA,non,oui,oui,non,non,-0.8889
2022-07-29,CAP.PA,non,oui,oui,non,non,-3.7497
2022-08-05,ENGI.PA,non,oui,non,non,non,-2.2486
2022-08-05,AC.PA,non,non,non,non,non,-8.1555
2022-08-05,EN.PA,non,oui,non,non,non,0.3391
2022-08-05,TTE.PA,non,oui,non,non,non,5.4612
2022-08-05,SAF.PA,non,oui,oui,non,non,-3.4886
2022-08-05,AIR.PA,non,oui,non,non,non,-5.5545
2022-08-05,PUB.PA,non,oui,oui,non,non,0.7329
2022-08-05,SGO.PA,non,oui,non,non,non,-9.7853
2022-08-05,MC.PA,non,oui,oui,non,non,-5.5116
2022-08-05,CAP.PA,non,oui,oui,non,non,-6.3711
2022-08-12,ENGI.PA,non,oui,oui,non,non,-0.9612
2022-08-12,AC.PA,non,non,non,non,non,-10.359
2022-08-12,EN.PA,non,oui,non,non,non,-3.2531
2022-08-12,TTE.PA,non,oui,non,non,non,-4.0343
2022-08-12,SAF.PA,non,oui,oui,non,non,-5.4128
2022-08-12,AIR.PA,non,oui,oui,non,non,-11.4554
2022-08-12,PUB.PA,non,oui,oui,non,non,1.4961
2022-08-12,SGO.PA,non,oui,non,non,non,-9.4105
2022-08-12,MC.PA,non,oui,oui,non,non,-6.0763
2022-08-12,CAP.PA,non,oui,oui,non,non,-4.5998
2022-08-19,ENGI.PA,non,oui,non,non,oui,-0.7265
2022-08-19,AC.PA,oui,non,non,non,oui,-2.7603
2022-08-19,EN.PA,non,oui,non,non,oui,-5.643
2022-08-19,TTE.PA,non,oui,non,non,oui,-5.5324
2022-08-19,SAF.PA,non,oui,oui,non,oui,-10.3621
2022-08-19,AIR.PA,non,oui,non,non,oui,-13.6483
2022-08-19,PUB.PA,non,oui,oui,non,oui,1.6116
2022-08-19,SGO.PA,non,oui,non,non,oui,-6.7199
2022-08-19,MC.PA,non,oui,oui,non,oui,-8.4205
2022-08-19,CAP.PA,non,oui,oui,non,oui,-10.7143
2022-08-26,ENGI.PA,non,oui,non,non,non,-2.0075
2022-08-26,AC.PA,oui,non,non,non,non,-12.9207
2022-08-26,EN.PA,non,oui,non,non,non,-6.9131
2022-08-26,TTE.PA,non,oui,non,non,non,-12.5721
2022-08-26,SAF.PA,non,oui,non,non,non,-11.6889
2022-08-26,AIR.PA,non,non,non,non,non,-9.7527
2022-08-26,PUB.PA,non,non,non,non,non,-1.114
2022-08-26,SGO.PA,non,non,non,non,non,-8.5795
2022-08-26,MC.PA,non,non,non,non,non,-9.8356
2022-08-26,CAP.PA,non,non,non,non,non,-13.1446
2022-09-02,ENGI.PA,non,non,non,non,non,-2.7111
2022-09-02,AC.PA,non,non,non,non,non,-10.3319
2022-09-02,EN.PA,non,non,non,non,non,-9.2599
2022-09-02,TTE.PA,non,oui,non,non,non,-5.0303
2022-09-02,SAF.PA,non,non,non,non,non,-8.1575
2022-09-02,AIR.PA,non,non,non,non,non,-10.1758
2022-09-02,PUB.PA,non,non,non,non,non,-1.1722
2022-09-02,SGO.PA,non,non,non,non,non,-9.5901
2022-09-02,MC.PA,non,non,non,non,non,-5.3056
2022-09-02,CAP.PA,non,non,non,non,non,-6.1525
2022-09-09,ENGI.PA,non,non,non,non,non,-6.4339
2022-09-09,AC.PA,non,non,non,non,non,-11.3892
2022-09-09,EN.PA,non,non,non,non,non,-12.0377
2022-09-09,TTE.PA,non,non,non,non,non,7.0599
2022-09-09,SAF.PA,non,non,non,non,non,-4.0559
2022-09-09,AIR.PA,non,non,non,non,non,-3.8229
2022-09-09,PUB.PA,non,non,oui,non,non,1.1637
2022-09-09,SGO.PA,non,non,non,non,non,-9.5083
2022-09-09,MC.PA,non,non,non,non,non,-5.2276
2022-09-09,CAP.PA,non,non,non,non,non,-8.5842
2022-09-16,ENGI.PA,non,oui,non,non,oui,-7.0072
2022-09-16,AC.PA,non,non,non,non,oui,-11.4355
2022-09-16,EN.PA,non,oui,non,non,oui,-7.4757
2022-09-16,TTE.PA,non,non,non,non,oui,6.3738
2022-09-16,SAF.PA,oui,non,non,non,oui,3.7654
2022-09-16,AIR.PA,oui,non,non,non,oui,5.2867
2022-09-16,PUB.PA,non,oui,oui,non,oui,3.6364
2022-09-16,SGO.PA,non,non,non,non,oui,-3.7322
2022-09-16,MC.PA,non,non,non,non,oui,-2.2361
2022-09-16,CAP.PA,non,non,non,non,oui,-2.8872
2022-09-23,ENGI.PA,non,oui,non,non,non,-2.2087
2022-09-23,AC.PA,oui,non,non,oui,non,6.0592
2022-09-23,EN.PA,oui,non,non,non,non,0.4779
2022-09-23,TTE.PA,oui,non,non,non,non,13.8895
2022-09-23,SAF.PA,oui,non,non,non,non,16.8449
2022-09-23,AIR.PA,oui,non,non,non,non,9.7195
2022-09-23,PUB.PA,non,oui,non,non,non,17.3699
2022-09-23,SGO.PA,non,non,non,non,non,5.1213
2022-09-23,MC.PA,oui,non,non,non,non,4.6916
2022-09-23,CAP.PA,oui,non,non,non,non,6.131
2022-09-30,ENGI.PA,oui,non,non,non,non,10.5894
2022-09-30,AC.PA,oui,non,non,non,non,10.7358
2022-09-30,EN.PA,oui,non,non,non,non,6.9646
2022-09-30,TTE.PA,non,non,non,non,non,13.0813
2022-09-30,SAF.PA,oui,non,non,non,non,20.9446
2022-09-30,AIR.PA,oui,non,non,non,non,23.7485
2022-09-30,PUB.PA,non,non,non,non,non,15.0511
2022-09-30,SGO.PA,non,non,non,non,non,11.1876
2022-09-30,MC.PA,oui,non,non,non,non,6.3729
2022-09-30,CAP.PA,non,non,non,non,non,3.9577
2022-10-07,ENGI.PA,non,non,non,non,non,13.2508
2022-10-07,AC.PA,non,non,non,non,non,13.936
2022-10-07,EN.PA,oui,non,non,non,non,12.8823
2022-10-07,TTE.PA,non,oui,oui,non,non,9.8099
2022-10-07,SAF.PA,non,non,non,non,non,14.0677
2022-10-07,AIR.PA,non,non,non,non,non,23.4702
2022-10-07,PUB.PA,non,non,non,non,non,10.7745
2022-10-07,SGO.PA,non,non,non,non,non,11.0934
2022-10-07,MC.PA,oui,non,non,non,non,7.7645
2022-10-07,CAP.PA,non,non,non,non,non,-2.2561
2022-10-14,ENGI.PA,non,non,non,non,oui,17.13
2022-10-14,AC.PA,non,non,non,non,oui,16.0714
2022-10-14,EN.PA,non,non,non,non,oui,13.867
2022-10-14,TTE.PA,non,oui,oui,non,oui,9.2529
2022-10-14,SAF.PA,non,oui,non,non,oui,8.3725
2022-10-14,AIR.PA,non,oui,non,non,oui,16.9893
2022-10-14,PUB.PA,non,oui,oui,non,oui,17.7678
2022-10-14,SGO.PA,non,non,non,non,oui,16.7697
2022-10-14,MC.PA,oui,non,non,non,oui,12.9559
2022-10-14,CAP.PA,non,oui,non,non,oui,12.6665
2022-10-21,ENGI.PA,non,oui,non,non,non,17.6759
2022-10-21,AC.PA,non,oui,non,non,non,10.0765
2022-10-21,EN.PA,non,oui,non,non,non,5.708
2022-10-21,TTE.PA,non,oui,oui,non,non,8.3632
2022-10-21,SAF.PA,non,oui,non,non,non,6.1032
2022-10-21,AIR.PA,non,oui,oui,non,non,13.5949
2022-10-21,PUB.PA,non,oui,oui,non,non,8.5515
2022-10-21,SGO.PA,non,oui,non,non,non,13.034
2022-10-21,MC.PA,non,oui,non,non,non,10.5621
2022-10-21,CAP.PA,non,oui,non,non,non,8.27
2022-10-28,ENGI.PA,non,oui,oui,non,non,10.171
2022-10-28,AC.PA,non,oui,oui,non,non,3.5938
2022-10-28,EN.PA,non,oui,oui,non,non,3.7256
2022-10-28,TTE.PA,non,oui,oui,non,non,7.0526
2022-10-28,SAF.PA,non,oui,oui,non,non,3.0959
2022-10-28,AIR.PA,non,oui,oui,non,non,3.4727
2022-10-28,PUB.PA,non,oui,non,non,non,13.0466
2022-10-28,SGO.PA,non,oui,oui,non,non,9.9769
2022-10-28,MC.PA,non,oui,non,non,non,7.8392
2022-10-28,CAP.PA,non,oui,non,non,non,4.5626
2022-11-04,ENGI.PA,non,oui,oui,non,non,6.7661
2022-11-04,AC.PA,non,oui,oui,non,non,4.1735
2022-11-04,EN.PA,non,oui,oui,non,non,1.3207
2022-11-04,TTE.PA,non,oui,oui,non,non,1.9564
2022-11-04,SAF.PA,non,oui,oui,non,non,3.1338
2022-11-04,AIR.PA,non,oui,oui,non,non,-2.6491
2022-11-04,PUB.PA,non,oui,oui,non,non,9.415
2022-11-04,SGO.PA,non,oui,oui,non,non,9.5421
2022-11-04,MC.PA,non,oui,non,non,non,8.1033
2022-11-04,CAP.PA,non,oui,non,non,non,10.8234
2022-11-11,ENGI.PA,non,oui,oui,non,oui,2.8163
2022-11-11,AC.PA,non,oui,oui,non,oui,2.7219
2022-11-11,EN.PA,non,oui,oui,non,oui,-2.8383
2022-11-11,TTE.PA,non,oui,oui,non,oui,0.4113
2022-11-11,SAF.PA,non,oui,non,non,oui,5.7581
2022-11-11,AIR.PA,non,oui,oui,non,oui,-1.2035
2022-11-11,PUB.PA,non,oui,oui,non,oui,-3.2647
2022-11-11,SGO.PA,non,oui,oui,non,oui,3.2429
2022-11-11,MC.PA,non,oui,oui,non,oui,2.693
2022-11-11,CAP.PA,non,oui,oui,non,oui,-5.47
2022-11-18,ENGI.PA,non,oui,oui,non,non,-3.3936
2022-11-18,AC.PA,non,oui,oui,non,non,-2.1659
2022-11-18,EN.PA,non,oui,non,non,non,-2.1807
2022-11-18,TTE.PA,non,oui,oui,non,non,-1.3526
2022-11-18,SAF.PA,non,oui,non,non,non,0.9413
2022-11-18,AIR.PA,non,oui,oui,non,non,-4.0649
2022-11-18,PUB.PA,non,oui,oui,non,non,-4.4373
2022-11-18,SGO.PA,non,oui,oui,non,non,0.6657
2022-11-18,MC.PA,non,oui,non,non,non,0.0483
2022-11-18,CAP.PA,non,oui,non,non,non,-10.4465
2022-11-25,ENGI.PA,non,oui,oui,non,non,-5.8636
2022-11-25,AC.PA,non,oui,oui,non,non,-4.3163
2022-11-25,EN.PA,non,oui,oui,non,non,-4.3975
2022-11-25,TTE.PA,non,oui,oui,non,non,3.0717
2022-11-25,SAF.PA,non,oui,oui,non,non,0.29
2022-11-25,AIR.PA,non,oui,oui,non,non,-1.8275
2022-11-25,PUB.PA,non,oui,oui,non,non,-5.9748
2022-11-25,SGO.PA,non,oui,oui,non,non,1.8431
2022-11-25,MC.PA,non,oui,non,non,non,-3.1133
2022-11-25,CAP.PA,non,oui,non,non,non,-13.5075
2022-12-02,ENGI.PA,non,oui,non,non,non,-6.2128
2022-12-02,AC.PA,non,oui,oui,non,non,-5.5137
2022-12-02,EN.PA,non,non,oui,non,non,-4.7126
2022-12-02,TTE.PA,non,oui,oui,non,non,4.9177
2022-12-02,SAF.PA,non,oui,non,non,non,1.1779
2022-12-02,AIR.PA,non,non,non,non,non,2.5951
2022-12-02,PUB.PA,non,oui,non,non,non,-5.6311
2022-12-02,SGO.PA,non,oui,oui,non,non,2.7796
2022-12-02,MC.PA,non,oui,oui,non,non,-2.9638
2022-12-02,CAP.PA,non,oui,non,non,non,-10.7233
2022-12-09,ENGI.PA,non,oui,non,non,oui,-8.4816
2022-12-09,AC.PA,non,oui,oui,non,oui,-0.9985
2022-12-09,EN.PA,non,non,non,non,oui,3.1929
2022-12-09,TTE.PA,non,oui,non,non,oui,4.8397
2022-12-09,SAF.PA,non,oui,non,non,oui,4.2328
2022-12-09,AIR.PA,non,non,non,non,oui,5.249
2022-12-09,PUB.PA,non,non,non,non,oui,1.0485
2022-12-09,SGO.PA,non,oui,oui,non,oui,13.2265
2022-12-09,MC.PA,non,oui,oui,non,oui,5.4561
2022-12-09,CAP.PA,non,non,non,non,oui,-2.9951
2022-12-16,ENGI.PA,non,non,non,non,non,-5.0245
2022-12-16,AC.PA,non,oui,non,non,non,15.4553
2022-12-16,EN.PA,non,non,non,non,non,6.7233
2022-12-16,TTE.PA,non,non,non,non,non,7.9535
2022-12-16,SAF.PA,non,oui,non,non,non,9.3939
2022-12-16,AIR.PA,non,non,non,non,non,4.8554
2022-12-16,PUB.PA,oui,non,non,non,non,6.6285
2022-12-16,SGO.PA,non,oui,non,non,non,20.9146
2022-12-16,MC.PA,non,oui,non,non,non,14.2548
2022-12-16,CAP.PA,oui,non,non,non,non,8.3412
2022-12-23,ENGI.PA,oui,non,non,non,non,-7.1565
2022-12-23,AC.PA,non,non,non,non,non,22.8499
2022-12-23,EN.PA,non,non,non,non,non,4.6699
2022-12-23,TTE.PA,non,oui,non,non,non,1.1734
2022-12-23,SAF.PA,non,oui,non,non,non,11.7557
2022-12-23,AIR.PA,non,oui,non,non,non,6.6941
2022-12-23,PUB.PA,oui,non,non,non,non,4.0803
2022-12-23,SGO.PA,non,oui,oui,non,non,15.9081
2022-12-23,MC.PA,non,non,non,non,non,16.9635
2022-12-23,CAP.PA,oui,non,non,non,non,11.536
2022-12-30,ENGI.PA,oui,non,non,non,non,-2.928
2022-12-30,AC.PA,non,non,non,non,non,27.8801
2022-12-30,EN.PA,non,non,non,non,non,7.8816
2022-12-30,TTE.PA,non,oui,non,non,non,1.1387
2022-12-30,SAF.PA,non,oui,non,non,non,13.0688
2022-12-30,AIR.PA,non,oui,non,non,non,5.0441
2022-12-30,PUB.PA,oui,non,non,non,non,8.482
2022-12-30,SGO.PA,non,non,non,non,non,18.7075
2022-12-30,MC.PA,non,non,non,non,non,17.8114
2022-12-30,CAP.PA,non,non,non,non,non,10.933
2023-01-06,ENGI.PA,oui,non,non,non,oui,1.1587
2023-01-06,AC.PA,non,non,oui,non,oui,21.683
2023-01-06,EN.PA,non,oui,oui,non,oui,3.1145
2023-01-06,TTE.PA,non,oui,non,non,oui,-3.9707
2023-01-06,SAF.PA,non,oui,non,non,oui,8.1699
2023-01-06,AIR.PA,non,oui,non,non,oui,0.4977
2023-01-06,PUB.PA,non,oui,non,non,oui,20.883
2023-01-06,SGO.PA,non,oui,oui,non,oui,6.0137
2023-01-06,MC.PA,non,oui,oui,non,oui,10.7639
2023-01-06,CAP.PA,non,non,non,non,oui,14.096
2023-01-13,ENGI.PA,oui,non,non,non,non,-0.8856
2023-01-13,AC.PA,non,oui,oui,non,non,5.0214
2023-01-13,EN.PA,non,oui,non,non,non,1.8018
2023-01-13,TTE.PA,non,oui,non,non,non,-0.6362
2023-01-13,SAF.PA,non,oui,oui,non,non,2.7185
2023-01-13,AIR.PA,non,oui,non,non,non,-2.6532
2023-01-13,PUB.PA,non,oui,non,non,non,18.4522
2023-01-13,SGO.PA,non,oui,oui,non,non,-1.5024
2023-01-13,MC.PA,non,oui,oui,non,non,1.5663
2023-01-13,CAP.PA,non,oui,oui,non,non,7.1387
2023-01-20,ENGI.PA,oui,non,non,non,non,7.8103
2023-01-20,AC.PA,non,oui,oui,non,non,3.1937
2023-01-20,EN.PA,non,oui,non,non,non,6.6107
2023-01-20,TTE.PA,non,oui,non,non,non,-0.3229
2023-01-20,SAF.PA,non,oui,oui,non,non,5.7487
2023-01-20,AIR.PA,non,oui,non,non,non,5.6677
2023-01-20,PUB.PA,non,oui,non,non,non,21.5503
2023-01-20,SGO.PA,non,oui,oui,non,non,3.2185
2023-01-20,MC.PA,non,oui,oui,non,non,4.5478
2023-01-20,CAP.PA,non,oui,non,non,non,8.8993
2023-01-27,ENGI.PA,oui,non,non,non,non,7.8793
2023-01-27,AC.PA,non,oui,oui,non,non,6.2625
2023-01-27,EN.PA,non,oui,non,non,non,6.1818
2023-01-27,TTE.PA,non,oui,non,non,non,-0.7335
2023-01-27,SAF.PA,non,oui,oui,non,non,0.8321
2023-01-27,AIR.PA,non,oui,non,non,non,4.5618
2023-01-27,PUB.PA,non,oui,non,non,non,16.9097
2023-01-27,SGO.PA,non,oui,oui,non,non,3.2109
2023-01-27,MC.PA,non,oui,oui,non,non,-2.9588
2023-01-27,CAP.PA,non,oui,non,non,non,1.7052
2023-02-03,ENGI.PA,non,non,non,non,oui,5.8491
2023-02-03,AC.PA,non,oui,oui,non,oui,-0.3216
2023-02-03,EN.PA,non,oui,non,non,oui,5.911
2023-02-03,TTE.PA,oui,non,non,non,oui,4.7205
2023-02-03,SAF.PA,non,oui,non,non,oui,2.1299
2023-02-03,AIR.PA,non,oui,non,non,oui,6.0109
2023-02-03,PUB.PA,non,oui,oui,non,oui,3.4125
2023-02-03,SGO.PA,non,oui,oui,non,oui,4.8442
2023-02-03,MC.PA,non,oui,oui,non,oui,-1.7242
2023-02-03,CAP.PA,non,oui,oui,non,oui,-4.3651
2023-02-10,ENGI.PA,non,oui,non,non,non,6.7848
2023-02-10,AC.PA,non,oui,non,non,non,4.2726
2023-02-10,EN.PA,non,oui,non,non,non,5.6703
2023-02-10,TTE.PA,non,non,non,non,non,-2.2072
2023-02-10,SAF.PA,non,oui,non,non,non,2.6619
2023-02-10,AIR.PA,oui,non,non,non,non,6.9281
2023-02-10,PUB.PA,non,oui,oui,non,non,0.5939
2023-02-10,SGO.PA,non,non,non,non,non,6.0629
2023-02-10,MC.PA,non,oui,non,non,non,0.6269
2023-02-10,CAP.PA,non,oui,oui,non,non,-3.5227
2023-02-17,ENGI.PA,non,oui,non,non,non,-0.5037
2023-02-17,AC.PA,non,oui,non,non,non,-4.8919
2023-02-17,EN.PA,non,oui,oui,non,non,-1.8886
2023-02-17,TTE.PA,oui,oui,non,non,non,-9.4102
2023-02-17,SAF.PA,non,oui,non,non,non,-6.1961
2023-02-17,AIR.PA,non,oui,non,non,non,-7.0985
2023-02-17,PUB.PA,non,oui,oui,non,non,-7.1977
2023-02-17,SGO.PA,non,non,non,non,non,-6.2546
2023-02-17,MC.PA,non,oui,non,non,non,-3.8001
2023-02-17,CAP.PA,non,oui,oui,non,non,-10.1344
2023-02-24,ENGI.PA,non,oui,non,non,non,-3.1812
2023-02-24,AC.PA,non,oui,oui,non,non,-11.5033
2023-02-24,EN.PA,non,oui,oui,non,non,-5.604
2023-02-24,TTE.PA,oui,oui,non,non,non,-9.8373
2023-02-24,SAF.PA,non,oui,non,non,non,0.0
2023-02-24,AIR.PA,non,oui,non,non,non,-3.7231
2023-02-24,PUB.PA,non,oui,oui,non,non,-8.8907
2023-02-24,SGO.PA,non,oui,non,non,non,-11.8541
2023-02-24,MC.PA,oui,oui,non,non,non,4.6443
2023-02-24,CAP.PA,non,oui,non,non,non,-5.8255
2023-03-03,ENGI.PA,non,oui,non,non,oui,5.1364
2023-03-03,AC.PA,non,oui,non,non,oui,-3.2914
2023-03-03,EN.PA,non,oui,oui,non,oui,-4.6612
2023-03-03,TTE.PA,oui,oui,non,non,oui,-6.7142
2023-03-03,SAF.PA,non,oui,non,non,oui,0.9762
2023-03-03,AIR.PA,non,oui,non,non,oui,-0.7088
2023-03-03,PUB.PA,non,oui,oui,non,oui,-7.4762
2023-03-03,SGO.PA,non,oui,oui,non,oui,-10.134
2023-03-03,MC.PA,non,non,non,non,oui,3.5947
2023-03-03,CAP.PA,non,non,non,non,oui,-5.5325
2023-03-10,ENGI.PA,non,oui,non,non,non,7.7861
2023-03-10,AC.PA,non,oui,non,non,non,-0.5528
2023-03-10,EN.PA,non,oui,non,non,non,-1.4268
2023-03-10,TTE.PA,oui,non,non,non,non,1.9809
2023-03-10,SAF.PA,oui,oui,non,non,non,2.6679
2023-03-10,AIR.PA,non,oui,non,non,non,3.6014
2023-03-10,PUB.PA,non,oui,non,non,non,-4.5894
2023-03-10,SGO.PA,oui,oui,non,non,non,-9.3655
2023-03-10,MC.PA,oui,non,non,non,non,4.7471
2023-03-10,CAP.PA,non,non,non,non,non,-3.7079
2023-03-17,ENGI.PA,non,non,non,non,non,13.8475
2023-03-17,AC.PA,oui,non,non,non,non,11.4416
2023-03-17,EN.PA,non,non,non,non,non,5.2294
2023-03-17,TTE.PA,oui,non,non,non,non,11.7656
2023-03-17,SAF.PA,oui,non,non,non,non,10.3754
2023-03-17,AIR.PA,oui,non,non,non,non,9.9195
2023-03-17,PUB.PA,oui,non,non,non,non,8.9535
2023-03-17,SGO.PA,oui,non,non,non,non,1.1348
2023-03-17,MC.PA,oui,non,non,non,non,11.4569
2023-03-17,CAP.PA,oui,non,non,non,non,-0.5085
2023-03-24,ENGI.PA,non,non,non,non,non,13.6437
2023-03-24,AC.PA,oui,non,non,non,non,12.6424
2023-03-24,EN.PA,oui,non,non,non,non,5.6069
2023-03-24,TTE.PA,oui,non,non,non,non,11.2719
2023-03-24,SAF.PA,oui,non,non,non,non,6.5716
2023-03-24,AIR.PA,oui,non,non,non,non,8.7669
2023-03-24,PUB.PA,oui,non,non,non,non,8.5931
2023-03-24,SGO.PA,oui,non,non,non,non,2.7992
2023-03-24,MC.PA,oui,oui,non,non,non,10.1987
2023-03-24,CAP.PA,oui,non,non,non,non,-2.8968
2023-03-31,ENGI.PA,non,oui,oui,non,oui,8.8924
2023-03-31,AC.PA,non,non,non,non,oui,6.2396
2023-03-31,EN.PA,non,non,non,non,oui,6.7102
2023-03-31,TTE.PA,oui,non,non,non,oui,0.4967
2023-03-31,SAF.PA,non,oui,non,non,oui,2.2265
2023-03-31,AIR.PA,non,non,non,non,oui,2.345
2023-03-31,PUB.PA,non,non,non,non,oui,0.808
2023-03-31,SGO.PA,oui,non,non,non,oui,-1.7011
2023-03-31,MC.PA,non,oui,non,non,oui,4.9356
2023-03-31,CAP.PA,non,non,non,non,oui,-2.6354
2023-04-06,ENGI.PA,non,oui,oui,non,non,7.512
