DATE,TICKER,SOUS_BAS,TAUX_20_POSITIF,AU_DESSUS_HAUT,SOUS_ECHANTILLON,RENDEMENT_20
2022-05-27,KER.PA,non,non,oui,oui,2.7607
2022-05-27,ORA.PA,non,oui,non,oui,-1.6856
2022-05-27,SAF.PA,non,non,non,oui,-4.081
2022-05-27,ENGI.PA,non,oui,oui,oui,-10.6614
2022-06-03,AI.PA,non,oui,non,non,-13.6996
2022-06-03,KER.PA,non,oui,oui,non,-6.4779
2022-06-03,ORA.PA,oui,non,non,non,1.1336
2022-06-03,SAF.PA,non,oui,non,non,-1.1332
2022-06-03,ENGI.PA,non,oui,oui,non,-10.2613
2022-06-10,AI.PA,oui,non,non,non,-7.6624
2022-06-10,KER.PA,non,oui,oui,non,-1.8417
2022-06-10,ORA.PA,oui,non,non,non,-1.9071
2022-06-10,SAF.PA,oui,non,non,non,8.4542
2022-06-10,ENGI.PA,non,oui,non,non,-11.6169
2022-06-17,AI.PA,oui,non,non,non,-1.8393
2022-06-17,KER.PA,non,oui,oui,non,3.1234
2022-06-17,ORA.PA,oui,non,non,non,-3.529
2022-06-17,SAF.PA,non,non,non,non,14.0443
2022-06-17,ENGI.PA,non,non,non,non,-1.9726
2022-06-24,AI.PA,oui,non,non,oui,-4.1216
2022-06-24,KER.PA,non,non,oui,oui,5.7313
2022-06-24,ORA.PA,oui,non,non,oui,-8.8961
2022-06-24,SAF.PA,non,non,non,oui,8.9474
2022-06-24,ENGI.PA,non,non,non,oui,0.617
2022-07-01,AI.PA,oui,non,non,non,5.6562
2022-07-01,KER.PA,non,non,oui,non,14.2945
2022-07-01,ORA.PA,non,oui,non,non,-11.3741
2022-07-01,SAF.PA,non,non,non,non,12.4921
2022-07-01,ENGI.PA,non,non,non,non,7.7363
2022-07-08,AI.PA,oui,non,non,non,3.7988
2022-07-08,KER.PA,non,oui,oui,non,8.503
2022-07-08,ORA.PA,oui,oui,non,non,-4.4923
2022-07-08,SAF.PA,non,oui,oui,non,6.6787
2022-07-08,ENGI.PA,non,non,non,non,14.9345
2022-07-15,AI.PA,oui,non,non,non,6.9123
2022-07-15,KER.PA,non,oui,oui,non,12.9
2022-07-15,ORA.PA,oui,non,non,non,-4.094
2022-07-15,SAF.PA,non,oui,oui,non,5.5801
2022-07-15,ENGI.PA,non,non,non,non,16.9326
2022-07-22,AI.PA,oui,non,non,oui,5.5358
2022-07-22,KER.PA,non,oui,oui,oui,5.0442
2022-07-22,ORA.PA,oui,non,non,oui,2.5697
2022-07-22,SAF.PA,non,oui,oui,oui,6.2029
2022-07-22,ENGI.PA,non,oui,non,oui,13.3321
2022-07-29,AI.PA,non,oui,non,non,-3.3403
2022-07-29,KER.PA,non,oui,oui,non,-5.0279
2022-07-29,ORA.PA,oui,non,non,non,0.2901
2022-07-29,SAF.PA,non,oui,oui,non,-2.0378
2022-07-29,ENGI.PA,non,oui,non,non,5.738
2022-08-05,AI.PA,non,oui,non,non,-6.3147
2022-08-05,KER.PA,non,oui,oui,non,-8.738
2022-08-05,ORA.PA,oui,non,non,non,0.6127
2022-08-05,SAF.PA,non,oui,oui,non,-3.4886
2022-08-05,ENGI.PA,non,oui,non,non,-2.2486
2022-08-12,AI.PA,non,oui,non,non,-9.5435
2022-08-12,KER.PA,non,oui,oui,non,-6.9162
2022-08-12,ORA.PA,oui,non,non,non,-0.1778
2022-08-12,SAF.PA,non,oui,oui,non,-5.4128
2022-08-12,ENGI.PA,non,oui,oui,non,-0.9612
2022-08-19,AI.PA,non,oui,non,oui,-10.7692
2022-08-19,KER.PA,non,oui,oui,oui,-11.4585
2022-08-19,ORA.PA,non,oui,non,oui,-2.9871
2022-08-19,SAF.PA,non,oui,oui,oui,-10.3621
2022-08-19,ENGI.PA,non,oui,non,oui,-0.7265
2022-08-26,AI.PA,non,non,non,non,-8.8861
2022-08-26,KER.PA,non,non,non,non,-9.775
2022-08-26,ORA.PA,oui,oui,non,non,-3.1618
2022-08-26,SAF.PA,non,oui,non,non,-11.6889
2022-08-26,ENGI.PA,non,oui,non,non,-2.0075
2022-09-02,AI.PA,non,non,non,non,-5.8918
2022-09-02,KER.PA,non,non,non,non,-7.569
2022-09-02,ORA.PA,non,non,non,non,-9.1731
2022-09-02,SAF.PA,non,non,non,non,-8.1575
2022-09-02,ENGI.PA,non,non,non,non,-2.7111
2022-09-09,AI.PA,non,non,non,non,-4.2657
2022-09-09,KER.PA,non,non,non,non,-13.9219
2022-09-09,ORA.PA,non,non,non,non,-8.8695
2022-09-09,SAF.PA,non,non,non,non,-4.0559
2022-09-09,ENGI.PA,non,non,non,non,-6.4339
2022-09-16,AI.PA,non,non,non,oui,-2.5944
2022-09-16,KER.PA,oui,non,non,oui,-9.3393
2022-09-16,ORA.PA,non,non,non,oui,-7.4295
2022-09-16,SAF.PA,oui,non,non,oui,3.7654
2022-09-16,ENGI.PA,non,oui,non,oui,-7.0072
2022-09-23,AI.PA,non,non,non,non,3.2848
2022-09-23,KER.PA,oui,non,non,non,-4.8407
2022-09-23,ORA.PA,non,non,non,non,-2.6676
2022-09-23,SAF.PA,oui,non,non,non,16.8449
2022-09-23,ENGI.PA,non,oui,non,non,-2.2087
2022-09-30,AI.PA,non,non,non,non,13.491
2022-09-30,KER.PA,oui,non,non,non,1.134
2022-09-30,ORA.PA,oui,non,non,non,3.2223
2022-09-30,SAF.PA,oui,non,non,non,20.9446
2022-09-30,ENGI.PA,oui,non,non,non,10.5894
2022-10-07,AI.PA,non,non,non,non,13.0272
2022-10-07,KER.PA,oui,non,non,non,11.9911
2022-10-07,ORA.PA,oui,non,non,non,6.0178
2022-10-07,SAF.PA,non,non,non,non,14.0677
2022-10-07,ENGI.PA,non,non,non,non,13.2508
2022-10-14,AI.PA,non,non,non,oui,13.857
2022-10-14,KER.PA,oui,non,non,oui,21.3393
2022-10-14,ORA.PA,non,non,non,oui,3.8412
2022-10-14,SAF.PA,non,oui,non,oui,8.3725
2022-10-14,ENGI.PA,non,non,non,oui,17.13
2022-10-21,AI.PA,non,oui,non,non,12.0
2022-10-21,KER.PA,oui,non,non,non,21.3609
2022-10-21,ORA.PA,non,non,non,non,3.7672
2022-10-21,SAF.PA,non,oui,non,non,6.1032
2022-10-21,ENGI.PA,non,oui,non,non,17.6759
2022-10-28,AI.PA,non,oui,oui,non,6.0561
2022-10-28,KER.PA,non,oui,non,non,17.5849
2022-10-28,ORA.PA,non,oui,oui,non,4.0226
2022-10-28,SAF.PA,non,oui,oui,non,3.0959
2022-10-28,ENGI.PA,non,oui,oui,non,10.171
2022-11-04,AI.PA,non,oui,oui,non,5.7027
2022-11-04,KER.PA,non,oui,non,non,11.1839
2022-11-04,ORA.PA,non,oui,oui,non,-1.0861
2022-11-04,SAF.PA,non,oui,oui,non,3.1338
2022-11-04,ENGI.PA,non,oui,oui,non,6.7661
2022-11-11,AI.PA,non,oui,oui,oui,1.3029
2022-11-11,KER.PA,non,oui,oui,oui,-3.6976
2022-11-11,ORA.PA,non,oui,oui,oui,-0.8345
2022-11-11,SAF.PA,non,oui,non,oui,5.7581
2022-11-11,ENGI.PA,non,oui,oui,oui,2.8163
2022-11-18,AI.PA,non,oui,oui,non,-2.8396
2022-11-18,KER.PA,non,oui,oui,non,-10.8964
2022-11-18,ORA.PA,non,oui,oui,non,-3.3814
2022-11-18,SAF.PA,non,oui,non,non,0.9413
2022-11-18,ENGI.PA,non,oui,oui,non,-3.3936
2022-11-25,AI.PA,non,oui,oui,non,-5.5124
2022-11-25,KER.PA,non,oui,oui,non,-13.4513
2022-11-25,ORA.PA,non,oui,oui,non,-2.7275
2022-11-25,SAF.PA,non,oui,oui,non,0.29
2022-11-25,ENGI.PA,non,oui,oui,non,-5.8636
2022-12-02,AI.PA,non,oui,oui,non,-3.9146
2022-12-02,KER.PA,non,oui,oui,non,-13.5966
2022-12-02,ORA.PA,non,oui,oui,non,0.4276
2022-12-02,SAF.PA,non,oui,non,non,1.1779
2022-12-02,ENGI.PA,non,oui,non,non,-6.2128
2022-12-09,AI.PA,non,oui,non,oui,4.1654
2022-12-09,KER.PA,non,non,non,oui,0.573
2022-12-09,ORA.PA,non,non,non,oui,6.3125
2022-12-09,SAF.PA,non,oui,non,oui,4.2328
2022-12-09,ENGI.PA,non,oui,non,oui,-8.4816
2022-12-16,AI.PA,non,non,non,non,8.6321
2022-12-16,KER.PA,non,non,non,non,15.0824
2022-12-16,ORA.PA,non,non,non,non,5.6645
2022-12-16,SAF.PA,non,oui,non,non,9.3939
2022-12-16,ENGI.PA,non,non,non,non,-5.0245
2022-12-23,AI.PA,non,non,non,non,7.4346
2022-12-23,KER.PA,non,non,non,non,14.7631
2022-12-23,ORA.PA,non,non,non,non,2.4362
2022-12-23,SAF.PA,non,oui,non,non,11.7557
2022-12-23,ENGI.PA,oui,non,non,non,-7.1565
2022-12-30,AI.PA,non,non,non,non,11.9789
2022-12-30,KER.PA,non,non,non,non,18.2311
2022-12-30,ORA.PA,non,non,non,non,2.8553
2022-12-30,SAF.PA,non,oui,non,non,13.0688
2022-12-30,ENGI.PA,oui,non,non,non,-2.928
2023-01-06,AI.PA,non,oui,non,oui,2.8596
2023-01-06,KER.PA,non,non,non,oui,14.3703
2023-01-06,ORA.PA,non,oui,oui,oui,-3.0331
2023-01-06,SAF.PA,non,oui,non,oui,8.1699
2023-01-06,ENGI.PA,oui,non,non,oui,1.1587
2023-01-13,AI.PA,non,oui,non,non,0.0844
2023-01-13,KER.PA,non,oui,oui,non,0.0715
2023-01-13,ORA.PA,non,oui,oui,non,-2.3289
2023-01-13,SAF.PA,non,oui,oui,non,2.7185
2023-01-13,ENGI.PA,oui,non,non,non,-0.8856
2023-01-20,AI.PA,non,oui,non,non,3.1621
2023-01-20,KER.PA,non,oui,non,non,10.9857
2023-01-20,ORA.PA,non,oui,non,non,11.4069
2023-01-20,SAF.PA,non,oui,oui,non,5.7487
2023-01-20,ENGI.PA,oui,non,non,non,7.8103
2023-01-27,AI.PA,non,oui,non,non,-0.3507
2023-01-27,KER.PA,non,oui,oui,non,-0.6993
2023-01-27,ORA.PA,non,non,non,non,13.9954
2023-01-27,SAF.PA,non,oui,oui,non,0.8321
2023-01-27,ENGI.PA,oui,non,non,non,7.8793
2023-02-03,AI.PA,non,oui,non,oui,3.4682
2023-02-03,KER.PA,non,oui,oui,oui,-3.5416
2023-02-03,ORA.PA,non,non,non,oui,12.0425
2023-02-03,SAF.PA,non,oui,non,oui,2.1299
2023-02-03,ENGI.PA,non,non,non,oui,5.8491
2023-02-10,AI.PA,non,oui,non,non,4.5953
2023-02-10,KER.PA,non,oui,non,non,2.5201
2023-02-10,ORA.PA,non,non,non,non,12.2626
2023-02-10,SAF.PA,non,oui,non,non,2.6619
2023-02-10,ENGI.PA,non,oui,non,non,6.7848
2023-02-17,AI.PA,non,oui,non,non,-1.4724
2023-02-17,KER.PA,non,oui,oui,non,-7.2712
2023-02-17,ORA.PA,non,oui,oui,non,-1.344
2023-02-17,SAF.PA,non,oui,non,non,-6.1961
2023-02-17,ENGI.PA,non,oui,non,non,-0.5037
2023-02-24,AI.PA,non,oui,non,non,1.259
2023-02-24,KER.PA,non,oui,non,non,4.8212
2023-02-24,ORA.PA,non,oui,oui,non,-1.8747
2023-02-24,SAF.PA,non,oui,non,non,0.0
2023-02-24,ENGI.PA,non,oui,non,non,-3.1812
2023-03-03,AI.PA,non,oui,non,oui,2.5539
2023-03-03,KER.PA,non,non,non,oui,3.9141
2023-03-03,ORA.PA,non,oui,oui,oui,1.917
2023-03-03,SAF.PA,non,oui,non,oui,0.9762
2023-03-03,ENGI.PA,non,oui,non,oui,5.1364
2023-03-10,AI.PA,non,oui,non,non,6.6908
2023-03-10,KER.PA,non,non,non,non,-2.9114
2023-03-10,ORA.PA,non,oui,oui,non,5.0754
2023-03-10,SAF.PA,oui,oui,non,non,2.6679
2023-03-10,ENGI.PA,non,oui,non,non,7.7861
2023-03-17,AI.PA,oui,non,non,non,9.2515
2023-03-17,KER.PA,oui,non,non,non,4.4965
2023-03-17,ORA.PA,non,non,non,non,8.2876
2023-03-17,SAF.PA,oui,non,non,non,10.3754
2023-03-17,ENGI.PA,non,non,non,non,13.8475
2023-03-24,AI.PA,non,non,non,non,9.1444
2023-03-24,KER.PA,non,non,non,non,0.8096
2023-03-24,ORA.PA,non,non,non,non,7.0987
2023-03-24,SAF.PA,oui,non,non,non,6.5716
2023-03-24,ENGI.PA,non,non,non,non,13.6437
2023-03-31,AI.PA,non,oui,non,oui,5.5772
2023-03-31,KER.PA,non,oui,non,oui,-3.9933
2023-03-31,ORA.PA,non,oui,non,oui,7.0307
2023-03-31,SAF.PA,non,oui,non,oui,2.2265
2023-03-31,ENGI.PA,non,oui,oui,oui,8.8924
2023-04-06,AI.PA,non,oui,oui,non,3.4548
2023-04-06,KER.PA,oui,oui,non,non,0.5312
2023-04-06,ORA.PA,non,oui,oui,non,2.1815
2023-04-06,SAF.PA,non,oui,non,non,0.7917
2023-04-06,ENGI.PA,non,oui,oui,non,7.512
2023-04-14,AI.PA,non,oui,oui,non,3.1847
2023-04-14,KER.PA,non,oui,non,non,-2.6759
2023-04-14,ORA.PA,non,oui,non,non,2.647
2023-04-14,SAF.PA,non,oui,non,non,2.0015
2023-04-14,ENGI.PA,non,oui,oui,non,7.8064
2023-04-21,AI.PA,non,oui,oui,non,1.5601
2023-04-21,KER.PA,non,non,non,non,-4.6661
2023-04-21,ORA.PA,non,oui,oui,non,-0.3121
2023-04-21,SAF.PA,non,oui,non,non,0.6318
2023-04-21,ENGI.PA,non,oui,oui,non,2.5874
2023-04-28,AI.PA,non,oui,oui,oui,-0.3616
2023-04-28,KER.PA,non,non,non,oui,-9.7334
2023-04-28,ORA.PA,non,oui,oui,oui,-3.6899
2023-04-28,SAF.PA,non,oui,non,oui,-1.2488
2023-04-28,ENGI.PA,non,oui,oui,oui,-4.1196
2023-05-05,AI.PA,non,oui,non,non,-0.6702
2023-05-05,KER.PA,non,oui,non,non,-9.7435
2023-05-05,ORA.PA,non,oui,non,non,-5.2242
2023-05-05,SAF.PA,oui,oui,non,non,1.9621
2023-05-05,ENGI.PA,non,oui,oui,non,-3.0919
2023-05-12,AI.PA,non,oui,non,non,-2.5817
2023-05-12,KER.PA,oui,non,non,non,-7.4624
2023-05-12,ORA.PA,non,oui,non,non,-5.5167
2023-05-12,SAF.PA,non,non,non,non,-1.444
2023-05-12,ENGI.PA,non,oui,oui,non,-4.3045
2023-05-19,AI.PA,non,oui,non,non,3.0813
2023-05-19,KER.PA,oui,non,non,non,-1.3829
2023-05-19,ORA.PA,oui,non,non,non,-4.7801
2023-05-19,SAF.PA,non,oui,non,non,-0.9112
2023-05-19,ENGI.PA,non,oui,non,non,-0.9658
2023-05-26,AI.PA,oui,non,non,oui,-0.477
2023-05-26,KER.PA,oui,non,non,oui,-2.994
2023-05-26,ORA.PA,oui,non,non,oui,-5.5475
2023-05-26,SAF.PA,oui,oui,non,oui,1.2844
2023-05-26,ENGI.PA,non,non,non,oui,1.5544
2023-06-02,AI.PA,oui,non,non,non,3.0242
2023-06-02,KER.PA,oui,non,non,non,-0.2171
2023-06-02,ORA.PA,oui,non,non,non,0.6773
2023-06-02,SAF.PA,oui,non,non,non,3.179
2023-06-02,ENGI.PA,non,non,non,non,7.9694
2023-06-09,AI.PA,oui,non,non,non,-1.1622
2023-06-09,KER.PA,oui,non,non,non,-5.3695
2023-06-09,ORA.PA,oui,non,non,non,-1.8617
2023-06-09,SAF.PA,oui,non,non,non,-1.3173
2023-06-09,ENGI.PA,non,non,non,non,6.0866
2023-06-16,AI.PA,non,oui,oui,non,-4.2158
2023-06-16,KER.PA,non,non,non,non,-5.2492
2023-06-16,ORA.PA,oui,non,non,non,0.9819
2023-06-16,SAF.PA,non,oui,non,non,-2.4206
2023-06-16,ENGI.PA,non,oui,non,non,4.5695
2023-06-23,AI.PA,oui,oui,non,oui,1.4504
2023-06-23,KER.PA,oui,oui,non,oui,7.7857
2023-06-23,ORA.PA,oui,non,non,oui,3.8194
2023-06-23,SAF.PA,non,oui,non,oui,1.606
2023-06-23,ENGI.PA,oui,oui,non,oui,9.5663
2023-06-30,AI.PA,non,oui,non,non,-0.3045
2023-06-30,KER.PA,non,non,non,non,5.0633
2023-06-30,ORA.PA,oui,non,non,non,-2.9527
2023-06-30,SAF.PA,non,oui,non,non,4.8794
2023-06-30,ENGI.PA,non,oui,non,non,-1.5366
2023-07-07,AI.PA,oui,non,non,non,2.7394
2023-07-07,KER.PA,oui,non,non,non,7.7261
2023-07-07,ORA.PA,oui,oui,non,non,-2.3229
2023-07-07,SAF.PA,oui,non,non,non,8.4693
2023-07-07,ENGI.PA,non,oui,non,non,-4.3461
2023-07-14,AI.PA,oui,non,non,non,0.4725
2023-07-14,KER.PA,non,non,non,non,3.42
2023-07-14,ORA.PA,oui,oui,non,non,-2.1735
2023-07-14,SAF.PA,oui,non,non,non,7.369
2023-07-14,ENGI.PA,non,oui,non,non,-3.4506
2023-07-21,AI.PA,oui,non,non,oui,-0.1492
2023-07-21,KER.PA,non,oui,oui,oui,-8.9969
2023-07-21,ORA.PA,non,oui,non,oui,-4.6451
2023-07-21,SAF.PA,non,non,non,oui,1.1995
2023-07-21,ENGI.PA,non,oui,non,oui,-5.6526
2023-07-28,AI.PA,non,oui,non,non,-0.5254
2023-07-28,KER.PA,non,oui,oui,non,-8.2078
2023-07-28,ORA.PA,oui,oui,non,non,-1.1939
2023-07-28,SAF.PA,non,oui,oui,non,-3.5624
2023-07-28,ENGI.PA,oui,oui,non,non,-1.3339
2023-08-04,AI.PA,oui,oui,non,non,5.1566
2023-08-04,KER.PA,non,oui,non,non,-4.9951
2023-08-04,ORA.PA,oui,non,non,non,3.3492
2023-08-04,SAF.PA,non,oui,non,non,-0.1367
2023-08-04,ENGI.PA,oui,non,non,non,2.6458
2023-08-11,AI.PA,non,oui,non,non,2.3883
2023-08-11,KER.PA,non,non,non,non,-9.1665
2023-08-11,ORA.PA,non,non,non,non,5.1842
2023-08-11,SAF.PA,non,oui,non,non,0.9378
2023-08-11,ENGI.PA,oui,non,non,non,2.3044
2023-08-18,AI.PA,non,oui,non,oui,4.619
2023-08-18,KER.PA,non,non,non,oui,-4.7706
2023-08-18,ORA.PA,non,non,non,oui,7.7553
2023-08-18,SAF.PA,non,non,non,oui,6.2753
2023-08-18,ENGI.PA,oui,non,non,oui,4.1815
2023-08-25,AI.PA,non,oui,non,non,-1.4124
2023-08-25,KER.PA,non,non,non,non,-5.5681
2023-08-25,ORA.PA,non,oui,non,non,8.1076
2023-08-25,SAF.PA,non,non,non,non,1.4473
2023-08-25,ENGI.PA,non,oui,non,non,1.1086
2023-09-01,AI.PA,non,oui,non,non,-4.4134
2023-09-01,KER.PA,non,non,non,non,-11.6407
2023-09-01,ORA.PA,non,oui,non,non,4.1227
2023-09-01,SAF.PA,non,non,non,non,1.7664
2023-09-01,ENGI.PA,non,oui,non,non,-1.9568
2023-09-08,AI.PA,non,oui,non,non,-4.6169
2023-09-08,KER.PA,non,non,non,non,-9.4422
2023-09-08,ORA.PA,non,oui,oui,non,1.7602
2023-09-08,SAF.PA,non,oui,non,non,-2.5313
2023-09-08,ENGI.PA,non,oui,non,non,-4.6938
2023-09-15,AI.PA,non,oui,oui,oui,-3.9867
2023-09-15,KER.PA,non,non,non,oui,-13.2808
2023-09-15,ORA.PA,non,oui,oui,oui,-0.1808
2023-09-15,SAF.PA,non,oui,oui,oui,-2.1913
2023-09-15,ENGI.PA,non,oui,non,oui,-2.7767
2023-09-22,AI.PA,oui,non,non,non,-4.9334
2023-09-22,KER.PA,non,non,non,non,-12.5204
2023-09-22,ORA.PA,non,oui,oui,non,-2.3256
2023-09-22,SAF.PA,non,oui,non,non,-1.5353
2023-09-22,ENGI.PA,non,oui,non,non,-1.8051
2023-09-29,AI.PA,oui,non,non,non,0.2502
2023-09-29,KER.PA,oui,non,non,non,-11.2063
2023-09-29,ORA.PA,non,oui,oui,non,1.3812
2023-09-29,SAF.PA,non,oui,non,non,-1.3321
2023-09-29,ENGI.PA,oui,non,non,non,2.6979
2023-10-06,AI.PA,oui,non,non,non,3.3832
2023-10-06,KER.PA,oui,non,non,non,-4.2553
2023-10-06,ORA.PA,non,non,oui,non,1.4567
2023-10-06,SAF.PA,oui,non,non,non,3.6469
2023-10-06,ENGI.PA,oui,non,non,non,7.2318
2023-10-13,AI.PA,non,non,non,oui,3.2474
2023-10-13,KER.PA,oui,non,non,oui,-3.3677
2023-10-13,ORA.PA,non,non,oui,oui,0.1087
2023-10-13,SAF.PA,non,non,non,oui,2.6831
2023-10-13,ENGI.PA,non,non,non,oui,3.5328
2023-10-20,AI.PA,oui,non,non,non,11.5581
2023-10-20,KER.PA,oui,non,non,non,0.3724
2023-10-20,ORA.PA,non,oui,non,non,2.2148
2023-10-20,SAF.PA,oui,oui,non,non,10.7769
2023-10-20,ENGI.PA,non,oui,non,non,6.2092
2023-10-27,AI.PA,non,non,non,non,8.375
2023-10-27,KER.PA,oui,non,non,non,5.9844
2023-10-27,ORA.PA,non,non,non,non,1.4351
2023-10-27,SAF.PA,oui,oui,non,non,9.7913
2023-10-27,ENGI.PA,non,oui,non,non,5.5757
2023-11-03,AI.PA,non,oui,non,non,6.1405
2023-11-03,KER.PA,non,non,non,non,-3.5236
2023-11-03,ORA.PA,non,oui,non,non,2.1357
2023-11-03,SAF.PA,non,non,non,non,8.7165
2023-11-03,ENGI.PA,non,oui,non,non,5.8862
2023-11-10,AI.PA,non,oui,oui,oui,5.2341
2023-11-10,KER.PA,non,non,non,oui,5.2658
2023-11-10,ORA.PA,non,oui,non,oui,3.0974
2023-11-10,SAF.PA,non,oui,non,oui,7.5255
2023-11-10,ENGI.PA,non,oui,non,oui,6.1184
2023-11-17,AI.PA,non,oui,oui,non,3.3596
2023-11-17,KER.PA,non,oui,non,non,3.3515
