DATE,TICKER,SOUS_BAS,TAUX_20_POSITIF,AU_DESSUS_HAUT,SOUS_ECHANTILLON,RENDEMENT_20
2025-10-03,KER.PA,non,oui,oui,non,3.0049
2025-10-03,ORA.PA,oui,non,non,non,3.8664
2025-10-03,SAF.PA,non,oui,non,non,1.5836
2025-10-03,ENGI.PA,non,oui,non,non,8.4691
2025-10-10,AI.PA,oui,non,non,oui,-0.1651
2025-10-10,KER.PA,non,oui,oui,oui,-2.945
2025-10-10,ORA.PA,oui,non,non,oui,4.231
2025-10-10,SAF.PA,non,oui,non,oui,1.2782
2025-10-10,ENGI.PA,non,oui,non,oui,11.8922
2025-10-17,AI.PA,non,non,non,non,-1.0068
2025-10-17,KER.PA,non,oui,oui,non,3.5697
2025-10-17,ORA.PA,non,oui,non,non,-2.1974
2025-10-17,SAF.PA,oui,oui,non,non,2.5261
2025-10-17,ENGI.PA,non,oui,oui,non,10.9132
2025-10-24,AI.PA,non,non,non,non,-3.8029
2025-10-24,KER.PA,non,oui,oui,non,-10.689
2025-10-24,ORA.PA,non,oui,non,non,0.1796
2025-10-24,SAF.PA,non,oui,non,non,-4.959
2025-10-24,ENGI.PA,non,oui,oui,non,9.7741
2025-10-31,AI.PA,non,oui,non,non,-1.6675
2025-10-31,KER.PA,non,oui,non,non,-4.5632
2025-10-31,ORA.PA,non,oui,non,non,2.5659
2025-10-31,SAF.PA,non,oui,non,non,-5.7161
2025-10-31,ENGI.PA,non,oui,oui,non,7.8818
2025-11-07,AI.PA,non,non,non,oui,-3.6972
2025-11-07,KER.PA,oui,non,non,oui,-1.4671
2025-11-07,ORA.PA,non,non,non,oui,-0.8985
2025-11-07,SAF.PA,oui,oui,non,oui,-2.7234
2025-11-07,ENGI.PA,non,oui,oui,oui,1.1337
2025-11-14,AI.PA,non,non,non,non,-7.2948
2025-11-14,KER.PA,non,non,non,non,-7.6107
2025-11-14,ORA.PA,non,oui,non,non,-0.3108
2025-11-14,SAF.PA,non,oui,non,non,-4.3035
2025-11-14,ENGI.PA,non,oui,oui,non,-0.4587
2025-11-21,AI.PA,oui,non,non,non,-3.8809
2025-11-21,KER.PA,oui,non,non,non,2.1438
2025-11-21,ORA.PA,non,oui,non,non,1.9104
2025-11-21,SAF.PA,oui,non,non,non,5.8397
2025-11-21,ENGI.PA,non,oui,oui,non,3.0527
2025-11-28,AI.PA,oui,non,non,non,-2.7253
2025-11-28,KER.PA,oui,non,non,non,2.6298
2025-11-28,ORA.PA,non,oui,non,non,2.6348
2025-11-28,SAF.PA,oui,non,non,non,2.4457
2025-11-28,ENGI.PA,non,oui,oui,non,2.3288
2025-12-05,AI.PA,oui,non,non,oui,-4.3665
2025-12-05,KER.PA,oui,non,non,oui,2.978
2025-12-05,ORA.PA,non,oui,non,oui,5.2038
2025-12-05,SAF.PA,oui,non,non,oui,10.14
2025-12-05,ENGI.PA,non,oui,non,oui,10.6492
2025-12-12,AI.PA,oui,non,non,non,1.8663
2025-12-12,KER.PA,oui,non,non,non,5.5007
2025-12-12,ORA.PA,non,oui,non,non,6.25
2025-12-12,SAF.PA,oui,non,non,non,9.921
2025-12-12,ENGI.PA,non,non,non,non,9.4009
2025-12-19,AI.PA,oui,non,non,non,-2.3574
2025-12-19,KER.PA,oui,oui,non,non,-8.8425
2025-12-19,ORA.PA,non,oui,non,non,3.3429
2025-12-19,SAF.PA,non,oui,non,non,3.0362
2025-12-19,ENGI.PA,non,oui,non,non,6.912
2025-12-24,AI.PA,non,non,non,non,-1.6623
2025-12-24,KER.PA,oui,oui,non,non,-9.8853
2025-12-24,ORA.PA,non,oui,non,non,8.2889
2025-12-24,SAF.PA,non,oui,non,non,2.8066
2025-12-24,ENGI.PA,non,oui,non,non,10.3791
2026-01-02,AI.PA,non,non,non,oui,-0.6667
2026-01-02,KER.PA,oui,oui,non,oui,-12.9334
2026-01-02,ORA.PA,non,oui,oui,oui,8.9261
2026-01-02,SAF.PA,non,oui,non,oui,-2.0182
2026-01-02,ENGI.PA,non,oui,oui,oui,9.273
2026-01-09,AI.PA,non,non,non,non,5.6297
2026-01-09,KER.PA,non,oui,non,non,-18.3741
2026-01-09,ORA.PA,non,oui,non,non,16.3086
2026-01-09,SAF.PA,non,oui,oui,non,-2.931
2026-01-09,ENGI.PA,non,oui,oui,non,7.9378
2026-01-16,AI.PA,non,non,non,non,6.3937
2026-01-16,KER.PA,oui,oui,non,non,-1.5068
2026-01-16,ORA.PA,non,oui,oui,non,16.1476
2026-01-16,SAF.PA,non,oui,oui,non,3.773
2026-01-16,ENGI.PA,non,oui,non,non,9.4379
2026-01-23,AI.PA,non,non,non,non,11.3818
2026-01-23,KER.PA,oui,non,non,non,1.1093
2026-01-23,ORA.PA,non,oui,oui,non,18.4518
2026-01-23,SAF.PA,non,oui,non,non,11.5979
2026-01-23,ENGI.PA,non,oui,non,non,9.1286
2026-01-30,AI.PA,non,non,oui,oui,12.853
2026-01-30,KER.PA,oui,non,non,oui,8.234
2026-01-30,ORA.PA,non,oui,oui,oui,16.4533
2026-01-30,SAF.PA,oui,non,non,oui,12.9568
2026-01-30,ENGI.PA,non,oui,oui,oui,15.259
2026-02-06,AI.PA,non,oui,oui,non,-0.2623
2026-02-06,KER.PA,oui,non,non,non,-0.2519
2026-02-06,ORA.PA,non,oui,oui,non,5.8449
2026-02-06,SAF.PA,non,non,non,non,3.1494
2026-02-06,ENGI.PA,non,oui,oui,non,2.5292
2026-02-13,AI.PA,non,oui,oui,non,0.8737
2026-02-13,KER.PA,non,oui,non,non,-12.5374
2026-02-13,ORA.PA,non,oui,oui,non,2.1277
2026-02-13,SAF.PA,non,oui,oui,non,-8.5337
2026-02-13,ENGI.PA,non,oui,oui,non,5.941
2026-02-20,AI.PA,non,oui,oui,non,-4.7391
2026-02-20,KER.PA,non,oui,non,non,-15.7734
2026-02-20,ORA.PA,non,oui,oui,non,-3.5775
2026-02-20,SAF.PA,non,oui,oui,non,-18.7067
2026-02-20,ENGI.PA,non,oui,non,non,0.7985
2026-02-27,AI.PA,non,oui,oui,oui,-2.9735
2026-02-27,KER.PA,non,oui,non,oui,-13.1514
2026-02-27,ORA.PA,non,oui,oui,oui,-4.8928
2026-02-27,SAF.PA,non,oui,oui,oui,-18.1176
2026-02-27,ENGI.PA,non,oui,oui,oui,-7.2589
2026-03-06,AI.PA,non,oui,non,non,8.4877
2026-03-06,KER.PA,oui,non,non,non,0.136
2026-03-06,ORA.PA,non,oui,non,non,3.0043
2026-03-06,SAF.PA,non,oui,non,non,-10.9223
2026-03-06,ENGI.PA,oui,oui,non,non,10.1708
2026-03-13,AI.PA,non,non,oui,non,9.5974
2026-03-13,KER.PA,oui,non,non,non,12.5854
2026-03-13,ORA.PA,non,non,non,non,1.4555
2026-03-13,SAF.PA,oui,non,non,non,4.2707
2026-03-13,ENGI.PA,non,oui,non,non,4.1245
2026-03-20,AI.PA,non,non,non,non,11.4805
2026-03-20,KER.PA,oui,non,non,non,3.865
2026-03-20,ORA.PA,non,non,non,non,3.0967
2026-03-20,SAF.PA,oui,non,non,non,0.2841
2026-03-20,ENGI.PA,oui,non,non,non,5.5074
2026-03-27,AI.PA,non,non,oui,oui,5.0191
2026-03-27,KER.PA,non,non,non,oui,-4.9134
2026-03-27,ORA.PA,non,non,non,oui,1.2428
2026-03-27,SAF.PA,oui,non,non,oui,-2.5503
2026-03-27,ENGI.PA,oui,non,non,oui,6.2989
2026-04-02,AI.PA,non,oui,oui,non,-0.5983
2026-04-02,KER.PA,non,oui,oui,non,-14.0811
2026-04-02,ORA.PA,non,oui,non,non,0.1398
2026-04-02,SAF.PA,oui,non,non,non,-5.221
2026-04-02,ENGI.PA,non,oui,non,non,0.5504
2026-04-10,AI.PA,non,oui,oui,non,-6.6511
2026-04-10,KER.PA,non,oui,oui,non,-13.7276
2026-04-10,ORA.PA,non,oui,non,non,1.6996
2026-04-10,SAF.PA,non,non,non,non,-9.2244
2026-04-10,ENGI.PA,non,oui,non,non,-0.9755
2026-04-17,AI.PA,non,oui,oui,non,-4.1916
2026-04-17,KER.PA,non,oui,non,non,-5.5599
2026-04-17,ORA.PA,oui,oui,non,non,7.2054
2026-04-17,SAF.PA,non,oui,non,non,-13.1303
2026-04-17,ENGI.PA,oui,oui,non,non,1.1784
2026-04-24,AI.PA,non,oui,oui,oui,-0.1332
2026-04-24,KER.PA,non,non,non,oui,3.0202
2026-04-24,ORA.PA,oui,oui,non,oui,2.7762
2026-04-24,SAF.PA,oui,oui,non,oui,11.6667
2026-04-24,ENGI.PA,oui,oui,non,oui,1.3322
2026-04-30,AI.PA,non,oui,non,non,-0.6452
2026-04-30,KER.PA,non,non,non,non,9.7572
2026-04-30,ORA.PA,oui,non,non,non,0.9285
2026-04-30,SAF.PA,oui,non,non,non,13.2362
2026-04-30,ENGI.PA,non,non,non,non,-5.7
2026-05-08,AI.PA,oui,non,non,non,6.974
2026-05-08,KER.PA,non,non,non,non,2.5823
2026-05-08,ORA.PA,oui,oui,non,non,-2.2154
2026-05-08,SAF.PA,non,non,non,non,5.4327
2026-05-08,ENGI.PA,oui,oui,non,non,-0.1853
2026-05-15,AI.PA,oui,non,non,non,7.2969
2026-05-15,KER.PA,non,non,non,non,14.5713
2026-05-15,ORA.PA,oui,oui,non,non,0.394
2026-05-15,SAF.PA,oui,non,non,non,14.0528
2026-05-15,ENGI.PA,oui,oui,non,non,3.4211
2026-05-22,AI.PA,non,non,non,oui,0.1087
2026-05-22,KER.PA,non,oui,non,oui,13.6374
2026-05-22,ORA.PA,oui,oui,non,oui,-3.7485
2026-05-22,SAF.PA,non,oui,non,oui,16.8776
2026-05-22,ENGI.PA,oui,non,non,oui,-1.2514
2026-05-29,AI.PA,non,oui,non,non,6.7756
2026-05-29,KER.PA,non,oui,oui,non,5.7558
2026-05-29,ORA.PA,oui,oui,non,non,-2.9
2026-05-29,SAF.PA,non,oui,oui,non,8.8322
2026-05-29,ENGI.PA,oui,non,non,non,3.1734
2026-06-05,AI.PA,non,oui,non,non,8.1407
2026-06-05,KER.PA,non,oui,oui,non,-0.4009
2026-06-05,ORA.PA,oui,non,non,non,-6.7037
2026-06-05,SAF.PA,non,oui,non,non,19.4975
2026-06-05,ENGI.PA,oui,non,non,non,2.9324
2026-06-12,AI.PA,non,oui,non,non,3.5651
2026-06-12,KER.PA,non,oui,oui,non,-7.3971
2026-06-12,ORA.PA,non,non,non,non,-11.0177
2026-06-12,SAF.PA,non,oui,oui,non,9.8007
2026-06-12,ENGI.PA,non,non,non,non,-2.2901
2026-06-19,AI.PA,oui,oui,non,oui,7.4927
2026-06-19,KER.PA,non,oui,oui,oui,-7.2256
2026-06-19,ORA.PA,oui,non,non,oui,-3.6289
2026-06-19,SAF.PA,non,oui,oui,oui,0.0304
2026-06-19,ENGI.PA,oui,oui,non,oui,0.1118
2026-06-26,AI.PA,non,oui,non,non,2.1173
2026-06-26,KER.PA,non,oui,oui,non,-9.2679
2026-06-26,ORA.PA,oui,non,non,non,-4.8292
2026-06-26,SAF.PA,non,oui,oui,non,-0.8717
2026-06-26,ENGI.PA,non,oui,non,non,1.7576
2026-07-03,AI.PA,non,oui,oui,non,-5.3134
2026-07-03,KER.PA,non,non,non,non,14.3892
2026-07-03,ORA.PA,oui,non,non,non,4.4767
2026-07-03,SAF.PA,non,oui,oui,non,-5.1304
2026-07-03,ENGI.PA,non,oui,non,non,-2.2358
2026-07-10,AI.PA,non,oui,non,non,-1.1015
2026-07-10,KER.PA,non,non,non,non,15.3521
2026-07-10,ORA.PA,oui,non,non,non,3.6862
2026-07-10,SAF.PA,non,oui,oui,non,6.3374
2026-07-10,ENGI.PA,oui,oui,non,non,-0.5952
2026-07-17,AI.PA,non,oui,non,oui,-4.647
2026-07-17,KER.PA,non,non,non,oui,6.4407
2026-07-17,ORA.PA,non,non,non,oui,-0.3644
2026-07-17,SAF.PA,non,non,non,oui,9.4082
2026-07-17,ENGI.PA,oui,non,non,oui,-4.2442
2026-07-24,AI.PA,non,oui,non,non,-5.3252
2026-07-24,KER.PA,non,non,non,non,4.9525
2026-07-24,ORA.PA,oui,oui,non,non,-1.2067
2026-07-24,SAF.PA,non,non,non,non,4.1844
2026-07-24,ENGI.PA,non,oui,non,non,-8.996
2026-07-31,AI.PA,oui,non,non,non,-0.5389
2026-07-31,KER.PA,non,oui,oui,non,-10.556
2026-07-31,ORA.PA,non,oui,non,non,-8.2981
2026-07-31,SAF.PA,non,non,non,non,1.714
2026-07-31,ENGI.PA,non,non,non,non,-9.6274
2026-08-07,AI.PA,non,non,non,non,-1.1254
2026-08-07,KER.PA,non,oui,oui,non,-14.4601
2026-08-07,ORA.PA,non,oui,non,non,-6.7761
2026-08-07,SAF.PA,non,oui,oui,non,-6.6872
2026-08-07,ENGI.PA,non,non,non,non,-10.1422
2026-08-14,AI.PA,oui,non,non,oui,
2026-08-14,KER.PA,non,oui,non,oui,
2026-08-14,ORA.PA,non,non,non,oui,
2026-08-14,SAF.PA,non,oui,non,oui,
2026-08-14,ENGI.PA,oui,non,non,oui,
2026-08-21,AI.PA,oui,non,non,non,
2026-08-21,KER.PA,non,non,non,non,
2026-08-21,ORA.PA,non,non,non,non,
2026-08-21,SAF.PA,non,oui,non,non,
2026-08-21,ENGI.PA,oui,non,non,non,
2026-08-28,AI.PA,oui,non,non,non,
2026-08-28,KER.PA,non,non,non,non,
2026-08-28,ORA.PA,oui,non,non,non,
2026-08-28,SAF.PA,non,non,non,non,
2026-08-28,ENGI.PA,oui,non,non,non,
2026-09-04,AI.PA,non,oui,non,non,
2026-09-04,KER.PA,oui,non,non,non,
2026-09-04,ORA.PA,oui,non,non,non,
2026-09-04,SAF.PA,oui,non,non,non,
2026-09-04,ENGI.PA,oui,non,non,non,
2026-09-10,AI.PA,oui,oui,non,oui,
2026-09-10,KER.PA,oui,non,non,oui,
2026-09-10,ORA.PA,non,non,non,oui,
2026-09-10,SAF.PA,oui,non,non,oui,
2026-09-10,ENGI.PA,oui,non,non,oui,
