DATE,TICKER,EXECUTION,CLOSE_AJUSTE,CLOSE_REEL,VAL_120,S_120,ECART_S,TAUX_120,TAUX_20,SOUS_BAS,AU_DESSUS,SEUIL_4_FRANCHI,ACHETABLE_SANS_VETO,ACHETABLE_AVEC_VETO,SIGNAL
2025-10-03,EN.PA,2025-10-06,36.8474,36.8474,36.2844,1.0305,0.5463,-0.001,0.2009,non,non,non,non,non,dans la bande
2025-10-03,TTE.PA,2025-10-06,49.1497,49.1497,50.3765,0.9547,-1.2851,0.0267,0.0232,oui,non,non,oui,oui,candidate à l'achat
2025-10-03,SAF.PA,2025-10-06,299.7322,299.7322,299.7449,8.8355,-0.0014,0.2024,0.423,non,non,non,non,non,dans la bande
2025-10-03,AIR.PA,2025-10-06,199.8571,199.8571,194.3197,5.6567,0.9789,0.2361,0.3081,non,non,non,non,non,dans la bande
2025-10-03,PUB.PA,2025-10-06,79.4001,79.4001,75.9079,3.969,0.8799,-0.1224,-0.1502,non,non,non,non,non,dans la bande
2025-10-03,SGO.PA,2025-10-06,91.5121,91.5121,92.2394,3.5838,-0.2029,-0.0175,-0.0482,non,non,non,non,non,dans la bande
2025-10-03,MC.PA,2025-10-06,539.5684,539.5684,484.635,20.3556,2.6987,0.0368,0.4921,non,oui,non,non,non,au-dessus du bord haut
2025-10-03,CAP.PA,2025-10-06,120.4747,120.4747,117.8672,7.6184,0.3423,-0.1656,-0.0541,non,non,non,non,non,dans la bande
2025-10-10,ENGI.PA,2025-10-13,18.011,18.011,17.6191,0.6835,0.5733,-0.0253,0.2416,non,non,oui,non,non,dans la bande
2025-10-10,AC.PA,2025-10-13,39.2792,39.2792,40.7304,2.178,-0.6663,-0.0822,-0.0316,non,non,non,non,non,dans la bande
2025-10-10,EN.PA,2025-10-13,36.5212,36.5212,36.0837,0.915,0.4782,-0.0142,0.1102,non,non,non,non,non,dans la bande
2025-10-10,TTE.PA,2025-10-13,48.1293,48.1293,50.1688,0.9878,-2.0647,0.0187,-0.0691,oui,non,non,oui,non,candidate à l'achat
2025-10-10,SAF.PA,2025-10-13,293.9966,293.9966,299.5421,6.8616,-0.8082,0.1765,0.3367,non,non,non,non,non,dans la bande
2025-10-10,AIR.PA,2025-10-13,198.3352,198.3352,195.7552,4.84,0.5331,0.2196,0.3418,non,non,non,non,non,dans la bande
2025-10-10,PUB.PA,2025-10-13,78.5965,78.5965,75.179,3.5132,0.9728,-0.1377,0.0819,non,non,non,non,non,dans la bande
2025-10-10,SGO.PA,2025-10-13,84.934,84.934,90.4553,2.8309,-1.9504,-0.0521,-0.2277,oui,non,non,oui,non,candidate à l'achat
2025-10-10,MC.PA,2025-10-13,532.6422,532.6422,495.5486,22.955,1.6159,0.0649,0.5964,non,oui,non,non,non,au-dessus du bord haut
2025-10-10,CAP.PA,2025-10-13,115.9697,115.9697,115.2413,6.0982,0.1194,-0.1975,-0.0234,non,non,non,non,non,dans la bande
2025-10-17,ENGI.PA,2025-10-20,18.7107,18.7107,17.6256,0.6547,1.6575,-0.0304,0.4214,non,oui,non,non,non,au-dessus du bord haut
2025-10-17,AC.PA,2025-10-20,40.3767,40.3767,40.0737,1.9944,0.1519,-0.1061,0.0822,non,non,non,non,non,dans la bande
2025-10-17,EN.PA,2025-10-20,39.5911,39.5911,36.314,1.0118,3.2388,-0.0106,0.433,non,oui,non,non,non,au-dessus du bord haut
2025-10-17,TTE.PA,2025-10-20,50.7379,50.7379,50.0668,0.9991,0.6717,0.0137,-0.0633,non,non,non,non,non,dans la bande
2025-10-17,SAF.PA,2025-10-20,293.6011,293.6011,299.7176,5.9642,-1.0255,0.1586,0.1156,oui,non,non,oui,oui,candidate à l'achat
2025-10-17,AIR.PA,2025-10-20,196.7642,196.7642,197.3409,4.4864,-0.1286,0.2097,0.2857,non,non,non,non,non,dans la bande
2025-10-17,PUB.PA,2025-10-20,82.27,82.27,75.0909,3.5031,2.0493,-0.1386,0.3896,non,oui,non,non,non,au-dessus du bord haut
2025-10-17,SGO.PA,2025-10-20,86.8356,86.8356,89.2529,2.6559,-0.9101,-0.0706,-0.2067,non,non,non,non,non,dans la bande
2025-10-17,MC.PA,2025-10-20,590.8816,590.8816,509.6949,26.0761,3.1135,0.1024,0.8196,non,oui,non,non,non,au-dessus du bord haut
2025-10-17,CAP.PA,2025-10-20,117.9073,117.9073,112.9714,4.8321,1.0215,-0.2214,-0.0485,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,ENGI.PA,2025-10-27,18.7488,18.7488,17.6881,0.6567,1.6153,-0.0298,0.4535,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,AC.PA,2025-10-27,43.8831,43.8831,39.8961,1.9487,2.046,-0.1117,0.3506,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,EN.PA,2025-10-27,39.4376,39.4376,36.7476,1.1693,2.3006,0.0033,0.538,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,TTE.PA,2025-10-27,51.893,51.893,50.1397,0.9624,1.8218,0.011,0.252,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,SAF.PA,2025-10-27,301.1167,301.1167,301.3023,5.6421,-0.0329,0.1511,0.1031,non,non,non,non,non,dans la bande
2025-10-24,AIR.PA,2025-10-27,204.6682,204.6682,199.887,4.5565,1.0493,0.2124,0.2144,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,PUB.PA,2025-10-27,82.6335,82.6335,75.4983,3.7599,1.8977,-0.1296,0.4303,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,SGO.PA,2025-10-27,87.6894,87.6894,88.3179,2.5186,-0.2495,-0.0835,-0.1632,non,non,non,non,non,dans la bande
2025-10-24,MC.PA,2025-10-27,597.5153,597.5153,528.9549,30.4328,2.2528,0.15,0.9769,non,oui,non,non,non,au-dessus du bord haut
2025-10-24,CAP.PA,2025-10-27,123.139,123.139,112.4523,4.8603,2.1988,-0.2217,0.1512,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,ENGI.PA,2025-11-03,19.3247,19.3247,17.7779,0.6597,2.3446,-0.0291,0.4833,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,AC.PA,2025-11-03,42.8827,42.8827,40.2292,2.0859,1.2721,-0.0969,0.656,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,EN.PA,2025-11-03,37.5381,37.5381,36.9939,1.2063,0.4512,0.0111,0.3835,non,non,non,non,non,dans la bande
2025-10-31,TTE.PA,2025-11-03,51.9315,51.9315,50.4305,1.0106,1.4853,0.0176,0.4059,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,SAF.PA,2025-11-03,304.4789,304.4789,302.8144,5.521,0.3015,0.1453,0.142,non,non,non,non,non,dans la bande
2025-10-31,AIR.PA,2025-11-03,209.5284,209.5284,202.7242,4.6693,1.4572,0.2172,0.246,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,PUB.PA,2025-11-03,83.0353,83.0353,76.3112,4.0622,1.6553,-0.109,0.3544,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,SGO.PA,2025-11-03,81.5576,81.5576,87.3748,2.5999,-2.2374,-0.0923,-0.1659,oui,non,non,oui,non,candidate à l'achat
2025-10-31,MC.PA,2025-11-03,597.125,597.125,549.0497,29.0414,1.6554,0.205,0.7314,non,oui,non,non,non,au-dessus du bord haut
2025-10-31,CAP.PA,2025-11-03,129.3396,129.3396,113.4119,5.6688,2.8097,-0.2005,0.4729,non,oui,non,non,non,au-dessus du bord haut
2025-11-07,ENGI.PA,2025-11-10,20.1529,20.1529,18.0624,0.7786,2.6851,-0.0107,0.5393,non,oui,non,non,non,au-dessus du bord haut
2025-11-07,AC.PA,2025-11-10,44.1454,44.1454,40.5683,2.1984,1.6271,-0.0825,0.6494,non,oui,non,non,non,au-dessus du bord haut
2025-11-07,EN.PA,2025-11-10,38.2,38.2,37.2797,1.1829,0.7781,0.0238,-0.1186,non,non,non,non,non,dans la bande
2025-11-07,TTE.PA,2025-11-10,51.5754,51.5754,50.5841,1.0085,0.9829,0.0185,0.2753,non,non,non,non,non,dans la bande
2025-11-07,SAF.PA,2025-11-10,297.7545,297.7545,304.4436,5.5458,-1.2062,0.1416,0.1278,oui,non,non,oui,oui,candidate à l'achat
2025-11-07,AIR.PA,2025-11-10,204.2754,204.2754,205.3046,4.7252,-0.2178,0.2195,0.2629,non,non,non,non,non,dans la bande
2025-11-07,PUB.PA,2025-11-10,80.5289,80.5289,76.8545,4.1425,0.887,-0.0916,0.0146,non,non,non,non,non,dans la bande
2025-11-07,SGO.PA,2025-11-10,77.405,77.405,85.452,2.9146,-2.7609,-0.1163,-0.6058,oui,non,non,oui,non,candidate à l'achat
2025-11-07,MC.PA,2025-11-10,588.4428,588.4428,565.0311,27.7851,0.8426,0.2412,0.3374,non,non,non,non,non,dans la bande
2025-11-07,CAP.PA,2025-11-10,119.5059,119.5059,113.7582,5.9984,0.9582,-0.1859,0.3143,non,non,non,non,non,dans la bande
2025-11-14,ENGI.PA,2025-11-17,20.7527,20.7527,18.4305,0.911,2.549,0.0137,0.6606,non,oui,non,non,non,au-dessus du bord haut
2025-11-14,AC.PA,2025-11-17,45.1264,45.1264,41.1318,2.3874,1.6732,-0.0622,0.4856,non,oui,non,non,non,au-dessus du bord haut
2025-11-14,EN.PA,2025-11-17,39.9364,39.9364,37.7779,1.2215,1.7671,0.0425,0.0034,non,oui,non,non,non,au-dessus du bord haut
2025-11-14,TTE.PA,2025-11-17,54.1262,54.1262,50.9488,1.112,2.8574,0.0233,0.246,non,oui,non,non,non,au-dessus du bord haut
2025-11-14,SAF.PA,2025-11-17,301.0178,301.0178,306.1093,5.5603,-0.9157,0.1387,0.0372,non,non,non,non,non,dans la bande
2025-11-14,AIR.PA,2025-11-17,202.7535,202.7535,207.2934,4.7475,-0.9563,0.2173,0.1061,non,non,non,non,non,dans la bande
2025-11-14,PUB.PA,2025-11-17,83.15,83.15,77.7285,4.2343,1.2804,-0.0686,-0.0813,non,oui,non,non,non,au-dessus du bord haut
2025-11-14,SGO.PA,2025-11-17,80.141,80.141,83.856,2.967,-1.2521,-0.1353,-0.654,oui,non,non,oui,non,candidate à l'achat
2025-11-14,MC.PA,2025-11-17,621.4159,621.4159,582.952,27.3983,1.4039,0.2776,0.1448,non,oui,non,non,non,au-dessus du bord haut
2025-11-14,CAP.PA,2025-11-17,129.3396,129.3396,115.2219,6.6617,2.1192,-0.1593,0.1905,non,oui,non,non,non,au-dessus du bord haut
2025-11-21,ENGI.PA,2025-11-24,20.5813,20.5813,18.8187,1.0103,1.7448,0.0394,0.5525,non,oui,non,non,non,au-dessus du bord haut
2025-11-21,AC.PA,2025-11-24,44.2716,44.2716,41.4914,2.4543,1.1328,-0.0476,0.1048,non,oui,non,non,non,au-dessus du bord haut
2025-11-21,EN.PA,2025-11-24,40.0515,40.0515,38.2464,1.2668,1.4249,0.0576,0.2988,non,oui,non,non,non,au-dessus du bord haut
2025-11-21,TTE.PA,2025-11-24,53.876,53.876,51.3845,1.222,2.0389,0.031,0.2821,non,oui,non,non,non,au-dessus du bord haut
2025-11-21,SAF.PA,2025-11-24,286.1844,286.1844,306.2625,6.109,-3.2866,0.1305,-0.1381,oui,non,non,oui,non,candidate à l'achat
2025-11-21,AIR.PA,2025-11-24,199.0716,199.0716,208.2334,4.9521,-1.8501,0.2097,-0.1807,oui,non,non,oui,non,candidate à l'achat
2025-11-21,PUB.PA,2025-11-24,80.4524,80.4524,78.1202,4.2405,0.55,-0.0556,-0.165,non,non,non,non,non,dans la bande
2025-11-21,SGO.PA,2025-11-24,78.8797,78.8797,82.1379,2.9803,-1.0932,-0.1556,-0.4647,oui,non,non,oui,non,candidate à l'achat
2025-11-21,MC.PA,2025-11-24,607.7584,607.7584,596.0051,25.8509,0.4547,0.2983,0.1165,non,non,non,non,non,dans la bande
2025-11-21,CAP.PA,2025-11-24,127.4019,127.4019,116.2017,6.8758,1.6289,-0.1374,0.0096,non,oui,non,non,non,au-dessus du bord haut
2025-11-28,ENGI.PA,2025-12-01,20.8479,20.8479,19.1977,1.0591,1.5581,0.0653,0.243,non,oui,non,non,non,au-dessus du bord haut
2025-11-28,AC.PA,2025-12-01,45.2818,45.2818,42.0408,2.5632,1.2644,-0.0285,0.1632,non,oui,non,non,non,au-dessus du bord haut
2025-11-28,EN.PA,2025-12-01,41.2699,41.2699,38.8165,1.3372,1.8347,0.075,0.4453,non,oui,non,non,non,au-dessus du bord haut
2025-11-28,TTE.PA,2025-12-01,54.6749,54.6749,51.9705,1.3153,2.0561,0.0446,0.3157,non,oui,non,non,non,au-dessus du bord haut
2025-11-28,SAF.PA,2025-12-01,287.0744,287.0744,303.8732,7.2697,-2.3108,0.1091,-0.4343,oui,non,non,oui,non,candidate à l'achat
2025-11-28,AIR.PA,2025-12-01,200.7407,200.7407,208.3731,5.2581,-1.4515,0.1946,-0.2921,oui,non,non,oui,non,candidate à l'achat
2025-11-28,PUB.PA,2025-12-01,80.3376,80.3376,78.6794,4.0249,0.412,-0.0359,-0.1534,non,non,non,non,non,dans la bande
2025-11-28,SGO.PA,2025-12-01,83.3816,83.3816,81.2719,2.9174,0.7231,-0.1625,0.1932,non,non,non,non,non,dans la bande
2025-11-28,MC.PA,2025-12-01,619.9526,619.9526,608.5667,24.3608,0.4674,0.315,0.1148,non,non,non,non,non,dans la bande
2025-11-28,CAP.PA,2025-12-01,130.5991,130.5991,118.5083,6.8443,1.7666,-0.0973,0.2422,non,oui,non,non,non,au-dessus du bord haut
2025-12-05,ENGI.PA,2025-12-08,20.3814,20.3814,19.5533,1.0684,0.7751,0.0899,0.0198,non,non,non,non,non,dans la bande
2025-12-05,AC.PA,2025-12-08,45.2429,45.2429,42.2967,2.5901,1.1375,-0.0247,0.0317,non,oui,non,non,non,au-dessus du bord haut
2025-12-05,EN.PA,2025-12-08,41.4138,41.4138,39.4063,1.4133,1.4204,0.0907,0.3362,non,oui,non,non,non,au-dessus du bord haut
2025-12-05,TTE.PA,2025-12-08,54.2899,54.2899,52.6853,1.3068,1.2278,0.0637,0.1726,non,oui,non,non,non,au-dessus du bord haut
2025-12-05,SAF.PA,2025-12-08,289.6455,289.6455,301.9378,7.4668,-1.6462,0.0895,-0.3777,oui,non,non,oui,non,candidate à l'achat
2025-12-05,AIR.PA,2025-12-08,193.1313,193.1313,206.792,6.0775,-2.2477,0.1674,-0.4285,oui,non,oui,oui,non,candidate à l'achat
2025-12-05,PUB.PA,2025-12-08,82.4804,82.4804,79.3919,3.8344,0.8055,-0.0151,-0.1346,non,non,non,non,non,dans la bande
2025-12-05,SGO.PA,2025-12-08,84.1578,84.1578,80.3238,2.6675,1.4373,-0.173,0.2736,non,oui,non,non,non,au-dessus du bord haut
2025-12-05,MC.PA,2025-12-08,618.0224,618.0224,620.607,23.5316,-0.1098,0.3259,0.0766,non,non,non,non,non,dans la bande
2025-12-05,CAP.PA,2025-12-08,139.9968,139.9968,121.5579,7.1304,2.5859,-0.0524,0.4022,non,oui,non,non,non,au-dessus du bord haut
2025-12-12,ENGI.PA,2025-12-15,20.6575,20.6575,19.8949,1.0451,0.7296,0.1139,-0.0704,non,non,non,non,non,dans la bande
2025-12-12,AC.PA,2025-12-15,45.4566,45.4566,42.5681,2.6204,1.1023,-0.0175,0.0844,non,oui,non,non,non,au-dessus du bord haut
2025-12-12,EN.PA,2025-12-15,41.3946,41.3946,39.9803,1.4563,0.9712,0.1056,0.2782,non,non,non,non,non,dans la bande
2025-12-12,TTE.PA,2025-12-15,53.5102,53.5102,53.1269,1.2913,0.2968,0.0727,0.031,non,non,non,non,non,dans la bande
2025-12-12,SAF.PA,2025-12-15,288.0633,288.0633,300.3109,7.4352,-1.6472,0.0729,-0.0793,oui,non,non,oui,non,candidate à l'achat
2025-12-12,AIR.PA,2025-12-15,190.5,190.5,205.6981,6.7852,-2.2399,0.1488,-0.3371,oui,non,oui,oui,non,candidate à l'achat
2025-12-12,PUB.PA,2025-12-15,83.7432,83.7432,80.4825,3.6439,0.8948,0.0108,0.2193,non,non,non,non,non,dans la bande
2025-12-12,SGO.PA,2025-12-15,83.7309,83.7309,79.6558,2.5571,1.5936,-0.1772,0.3172,non,oui,non,non,non,au-dessus du bord haut
2025-12-12,MC.PA,2025-12-15,614.4802,614.4802,628.0887,23.4753,-0.5797,0.3218,0.1332,non,non,non,non,non,dans la bande
2025-12-12,CAP.PA,2025-12-15,143.0002,143.0002,125.5176,7.8663,2.2225,-0.0018,0.8798,non,oui,non,non,non,au-dessus du bord haut
2025-12-19,ENGI.PA,2025-12-22,21.2096,21.2096,20.2747,1.0017,0.9333,0.1401,0.0486,non,non,non,non,non,dans la bande
2025-12-19,AC.PA,2025-12-22,46.6804,46.6804,43.1576,2.6956,1.3069,0.0023,0.0787,non,oui,non,non,non,au-dessus du bord haut
2025-12-19,EN.PA,2025-12-22,42.7472,42.7472,40.7273,1.4488,1.3942,0.1286,0.2427,non,oui,non,non,non,au-dessus du bord haut
2025-12-19,TTE.PA,2025-12-22,53.722,53.722,53.4138,1.2612,0.2443,0.0776,-0.1336,non,non,non,non,non,dans la bande
2025-12-19,SAF.PA,2025-12-22,302.8966,302.8966,299.492,7.2435,0.47,0.061,0.2349,non,non,non,non,non,dans la bande
2025-12-19,AIR.PA,2025-12-22,192.2869,192.2869,204.4535,7.4414,-1.635,0.1305,-0.2509,oui,non,oui,oui,non,candidate à l'achat
2025-12-19,PUB.PA,2025-12-22,85.0059,85.0059,82.0106,3.1896,0.9391,0.0455,0.4454,non,non,non,non,non,dans la bande
2025-12-19,SGO.PA,2025-12-22,83.5174,83.5174,79.5407,2.7292,1.4571,-0.172,0.2,non,oui,non,non,non,au-dessus du bord haut
2025-12-19,MC.PA,2025-12-22,621.5647,621.5647,637.6261,22.3462,-0.7188,0.3267,0.0847,non,non,non,non,non,dans la bande
2025-12-19,CAP.PA,2025-12-22,141.0625,141.0625,129.6114,7.7076,1.4857,0.0518,0.6845,non,oui,non,non,non,au-dessus du bord haut
2025-12-24,ENGI.PA,2025-12-29,21.0954,21.0954,20.5104,0.9708,0.6026,0.1556,0.1183,non,non,non,non,non,dans la bande
2025-12-24,AC.PA,2025-12-29,46.2336,46.2336,43.6241,2.6981,0.9672,0.0198,0.1636,non,non,non,non,non,dans la bande
2025-12-24,EN.PA,2025-12-29,42.4978,42.4978,41.1729,1.4081,0.9409,0.1423,0.2098,non,non,non,non,non,dans la bande
2025-12-24,TTE.PA,2025-12-29,53.5294,53.5294,53.6095,1.245,-0.0643,0.0807,-0.1465,non,non,non,non,non,dans la bande
2025-12-24,SAF.PA,2025-12-29,295.9744,295.9744,299.4968,7.1919,-0.4898,0.0575,0.2167,non,non,non,non,non,dans la bande
2025-12-24,AIR.PA,2025-12-29,192.4048,192.4048,204.0396,7.6687,-1.5172,0.1229,-0.1213,oui,non,oui,oui,non,candidate à l'achat
2025-12-24,PUB.PA,2025-12-29,84.2597,84.2597,82.7585,2.8865,0.5201,0.0621,0.3656,non,non,non,non,non,dans la bande
2025-12-24,SGO.PA,2025-12-29,83.4204,83.4204,79.4417,2.7892,1.4265,-0.1683,0.1231,non,oui,non,non,non,au-dessus du bord haut
2025-12-24,MC.PA,2025-12-29,621.9583,621.9583,642.6572,21.7089,-0.9535,0.3285,0.0123,non,non,non,non,non,dans la bande
2025-12-24,CAP.PA,2025-12-29,137.2356,137.2356,131.4066,7.3302,0.7952,0.0756,0.3633,non,non,non,non,non,dans la bande
2026-01-02,ENGI.PA,2026-01-05,21.8665,21.8665,20.8468,0.9296,1.0968,0.1765,0.2711,non,oui,non,non,non,au-dessus du bord haut
2026-01-02,AC.PA,2026-01-05,46.4376,46.4376,44.2815,2.6407,0.8165,0.045,0.2497,non,non,non,non,non,dans la bande
2026-01-02,EN.PA,2026-01-05,43.3612,43.3612,41.7403,1.3527,1.1983,0.1583,0.2076,non,oui,non,non,non,au-dessus du bord haut
2026-01-02,TTE.PA,2026-01-05,54.8274,54.8274,53.9886,1.1883,0.7058,0.089,-0.0354,non,non,non,non,non,dans la bande
2026-01-02,SAF.PA,2026-01-05,303.7867,303.7867,299.3609,7.2252,0.6125,0.0527,0.1518,non,non,non,non,non,dans la bande
2026-01-02,AIR.PA,2026-01-05,200.0043,200.0043,203.9957,7.8223,-0.5103,0.1173,0.0705,non,non,non,non,non,dans la bande
2026-01-02,PUB.PA,2026-01-05,83.858,83.858,83.8048,2.3533,0.0226,0.0846,0.2116,non,non,non,non,non,dans la bande
2026-01-02,SGO.PA,2026-01-05,84.4294,84.4294,79.5369,2.9239,1.6733,-0.159,0.1395,non,oui,non,non,non,au-dessus du bord haut
2026-01-02,MC.PA,2026-01-05,631.5026,631.5026,650.2733,20.3866,-0.9207,0.3331,0.1223,non,non,non,non,non,dans la bande
2026-01-02,CAP.PA,2026-01-05,136.3637,136.3637,133.6379,6.7021,0.4067,0.1044,-0.0831,non,non,non,non,non,dans la bande
2026-01-09,ENGI.PA,2026-01-12,22.6661,22.6661,21.3864,0.8818,1.4511,0.2091,0.5377,non,oui,non,non,non,au-dessus du bord haut
2026-01-09,AC.PA,2026-01-12,46.3502,46.3502,45.1189,2.4534,0.5019,0.0779,0.1785,non,non,non,non,non,dans la bande
2026-01-09,EN.PA,2026-01-12,43.4283,43.4283,42.5483,1.2924,0.6809,0.18,0.2963,non,non,non,non,non,dans la bande
2026-01-09,TTE.PA,2026-01-12,53.8696,53.8696,54.2197,1.1698,-0.2992,0.092,0.0144,non,non,non,non,non,dans la bande
2026-01-09,SAF.PA,2026-01-12,313.7744,313.7744,302.0629,7.6644,1.528,0.0596,0.4684,non,oui,non,non,non,au-dessus du bord haut
2026-01-09,AIR.PA,2026-01-12,211.1975,211.1975,205.9728,7.8298,0.6673,0.1238,0.592,non,non,non,non,non,dans la bande
2026-01-09,PUB.PA,2026-01-12,85.0059,85.0059,84.6018,1.9789,0.2042,0.0988,0.0018,non,non,non,non,non,dans la bande
2026-01-09,SGO.PA,2026-01-12,82.0815,82.0815,79.2682,2.9412,0.9565,-0.1533,-0.1645,non,non,non,non,non,dans la bande
2026-01-09,MC.PA,2026-01-12,641.6373,641.6373,657.1486,20.4924,-0.7569,0.3282,0.1629,non,non,non,non,non,dans la bande
2026-01-09,CAP.PA,2026-01-12,146.1489,146.1489,136.8175,6.0336,1.5466,0.1412,-0.1159,non,oui,non,non,non,au-dessus du bord haut
2026-01-16,ENGI.PA,2026-01-19,22.6947,22.6947,21.9302,0.7866,0.9719,0.2406,0.5283,non,non,non,non,non,dans la bande
2026-01-16,AC.PA,2026-01-19,44.971,44.971,45.8822,1.935,-0.4709,0.1123,-0.1386,non,non,non,non,non,dans la bande
2026-01-16,EN.PA,2026-01-19,43.4763,43.4763,43.2199,1.1578,0.2214,0.1964,0.1578,non,non,non,non,non,dans la bande
2026-01-16,TTE.PA,2026-01-19,55.5115,55.5115,54.6584,1.1631,0.7335,0.098,0.1579,non,non,non,non,non,dans la bande
2026-01-16,SAF.PA,2026-01-19,317.1367,317.1367,304.749,8.0837,1.5324,0.0647,0.4969,non,oui,non,non,non,au-dessus du bord haut
2026-01-16,AIR.PA,2026-01-19,213.4558,213.4558,208.0865,7.9123,0.6786,0.1284,0.7721,non,non,non,non,non,dans la bande
2026-01-16,PUB.PA,2026-01-19,82.5378,82.5378,85.0813,1.7675,-1.439,0.1057,-0.1483,oui,non,non,oui,non,candidate à l'achat
2026-01-16,SGO.PA,2026-01-19,81.4411,81.4411,79.4737,2.8772,0.6838,-0.1372,-0.1889,non,non,non,non,non,dans la bande
2026-01-16,MC.PA,2026-01-19,599.4257,599.4257,661.8312,21.5604,-2.8944,0.3191,0.0096,oui,non,non,oui,oui,candidate à l'achat
2026-01-16,CAP.PA,2026-01-19,137.1872,137.1872,139.468,5.0731,-0.4496,0.1707,0.0271,non,non,non,non,non,dans la bande
2026-01-23,ENGI.PA,2026-01-26,22.9422,22.9422,22.4359,0.6731,0.7522,0.2663,0.4069,non,non,non,non,non,dans la bande
2026-01-23,AC.PA,2026-01-26,45.1749,45.1749,46.1755,1.7744,-0.5639,0.1204,-0.2445,non,non,non,non,non,dans la bande
2026-01-23,EN.PA,2026-01-26,42.6801,42.6801,43.6155,1.1196,-0.8355,0.1984,0.016,non,non,non,non,non,dans la bande
2026-01-23,TTE.PA,2026-01-26,56.6648,56.6648,55.1127,1.1814,1.3138,0.1029,0.2632,non,oui,non,non,non,au-dessus du bord haut
2026-01-23,SAF.PA,2026-01-26,306.9511,306.9511,306.3315,8.1425,0.0761,0.0669,0.2797,non,non,non,non,non,dans la bande
2026-01-23,AIR.PA,2026-01-26,203.0481,203.0481,207.8751,7.722,-0.6251,0.1138,0.3098,non,non,non,non,non,dans la bande
2026-01-23,PUB.PA,2026-01-26,83.5518,83.5518,85.1151,1.8478,-0.846,0.1005,-0.1761,non,non,non,non,non,dans la bande
2026-01-23,SGO.PA,2026-01-26,80.7232,80.7232,79.0016,2.7671,0.6221,-0.1371,-0.245,non,non,non,non,non,dans la bande
2026-01-23,MC.PA,2026-01-26,581.9113,581.9113,656.1574,27.6102,-2.6891,0.2842,-0.5063,oui,non,non,oui,non,candidate à l'achat
2026-01-23,CAP.PA,2026-01-26,132.1008,132.1008,139.8948,4.9623,-1.5706,0.1716,-0.283,oui,non,non,oui,non,candidate à l'achat
2026-01-30,ENGI.PA,2026-02-02,23.8941,23.8941,22.986,0.6003,1.5127,0.29,0.347,non,oui,non,non,non,au-dessus du bord haut
2026-01-30,AC.PA,2026-02-02,44.5436,44.5436,46.4092,1.689,-1.1046,0.1267,-0.253,oui,non,non,oui,non,candidate à l'achat
2026-01-30,EN.PA,2026-02-02,43.7545,43.7545,44.105,1.0579,-0.3313,0.2046,-0.0426,non,non,non,non,non,dans la bande
2026-01-30,TTE.PA,2026-02-02,59.7629,59.7629,56.0151,1.3264,2.8254,0.1193,0.5912,non,oui,non,non,non,au-dessus du bord haut
2026-01-30,SAF.PA,2026-02-02,297.6555,297.6555,306.5568,8.2508,-1.0788,0.0648,-0.3033,oui,non,non,oui,non,candidate à l'achat
2026-01-30,AIR.PA,2026-02-02,189.8912,189.8912,205.8628,8.0465,-1.9849,0.0893,-0.5089,oui,non,oui,oui,non,candidate à l'achat
2026-01-30,PUB.PA,2026-02-02,80.548,80.548,84.7141,1.9823,-2.1016,0.0857,-0.2139,oui,non,oui,oui,non,candidate à l'achat
2026-01-30,SGO.PA,2026-02-02,80.7426,80.7426,78.9456,2.785,0.6452,-0.129,-0.0527,non,non,non,non,non,dans la bande
2026-01-30,MC.PA,2026-02-02,538.1253,538.1253,644.8423,34.091,-3.1304,0.2354,-0.9282,oui,non,oui,oui,non,candidate à l'achat
2026-01-30,CAP.PA,2026-02-02,127.1113,127.1113,139.4047,5.4495,-2.2559,0.1597,-0.7113,oui,non,oui,oui,non,candidate à l'achat
2026-02-06,ENGI.PA,2026-02-09,24.4653,24.4653,23.5895,0.5413,1.6178,0.314,0.5089,non,oui,non,non,non,au-dessus du bord haut
2026-02-06,AC.PA,2026-02-09,47.3798,47.3798,46.975,1.5166,0.2669,0.1432,0.1586,non,non,non,non,non,dans la bande
2026-02-06,EN.PA,2026-02-09,46.2871,46.2871,44.8658,0.8764,1.6216,0.2216,0.2633,non,oui,non,non,non,au-dessus du bord haut
2026-02-06,TTE.PA,2026-02-09,61.1604,61.1604,57.14,1.5005,2.6793,0.1407,0.6483,non,oui,non,non,non,au-dessus du bord haut
2026-02-06,SAF.PA,2026-02-09,304.5778,304.5778,306.7757,8.3197,-0.2642,0.0633,-0.3955,non,non,non,non,non,dans la bande
2026-02-06,AIR.PA,2026-02-09,187.8293,187.8293,203.1966,8.7117,-1.764,0.0638,-0.8591,oui,non,oui,oui,non,candidate à l'achat
